Sektor_ID,Lat,Lon,dist_to_ditch,manholes_300m,in_basin,NDVI,NDWI,NDMI,Forecast_Date,Step
S_53,51.1,16.77,5053.636350499835,0,0,0.3417786,-0.42473376,-0.074329,2026-03-01,1
S_54,51.12,16.77,3358.716664473822,0,0,0.29408073,-0.3906192,-0.12149458,2026-03-01,1
S_55,51.14,16.77,2614.072225314547,0,0,0.39089158,-0.45634326,-0.008958382,2026-03-01,1
S_56,51.16,16.77,3191.577926385069,0,0,0.4397382,-0.49635577,-0.04252255,2026-03-01,1
S_57,51.18,16.77,3746.058938902203,0,0,0.47046545,-0.5200332,-0.010653076,2026-03-01,1
S_58,51.2,16.77,4425.096477717739,0,0,0.4530482,-0.5138717,-0.02459251,2026-03-01,1
S_59,51.22,16.77,5718.539643471043,0,0,0.2965714,-0.4100609,-0.1496146,2026-03-01,1
S_6,51.06,16.71,10890.438633297126,0,0,0.3875458,-0.4413369,0.008277095,2026-03-01,1
S_60,51.24,16.77,7464.841019661316,0,0,0.35608566,-0.4514734,-0.13161588,2026-03-01,1
S_61,50.96,16.79,15947.047960674154,0,0,0.33279216,-0.40980282,-0.09174724,2026-03-01,1
S_62,50.98,16.79,14509.12439155469,0,0,0.33845404,-0.40523186,-0.027337449,2026-03-01,1
S_63,51.0,16.79,12846.126033979224,0,0,0.33787304,-0.43282545,-0.119864404,2026-03-01,1
S_64,51.02,16.79,10761.477088982943,0,0,0.3302308,-0.40386394,-0.06989538,2026-03-01,1
S_65,51.04,16.79,8716.684616946155,0,0,0.366997,-0.4419756,-0.07167221,2026-03-01,1
S_66,51.06,16.79,6768.271669017946,0,0,0.33020982,-0.42207956,-0.106618635,2026-03-01,1
S_67,51.08,16.79,5050.2723857274605,0,0,0.3011309,-0.37540558,-0.06939583,2026-03-01,1
S_68,51.1,16.79,3826.043540989088,0,0,0.34457678,-0.43196508,-0.08111099,2026-03-01,1
S_69,51.12,16.79,2433.623491543097,0,0,0.35151803,-0.4375535,-0.07907623,2026-03-01,1
S_7,51.08,16.71,9460.246648260876,0,0,0.34008014,-0.42162752,-0.07095666,2026-03-01,1
S_70,51.14,16.79,1216.7007448199618,0,0,0.3462484,-0.41387814,-0.02527257,2026-03-01,1
S_71,51.16,16.79,1936.0636528547705,0,0,0.38508675,-0.44048673,-0.012516479,2026-03-01,1
S_72,51.18,16.79,2360.4833464144017,0,0,0.32471013,-0.41652322,-0.09881417,2026-03-01,1
S_73,51.2,16.79,3206.1302202323163,0,0,0.37628576,-0.45706445,-0.067399226,2026-03-01,1
S_74,51.22,16.79,4837.714195186279,0,0,0.3499832,-0.43945807,-0.0804808,2026-03-01,1
S_75,51.24,16.79,6813.926733180992,0,0,0.3080799,-0.42550611,-0.1492133,2026-03-01,1
S_76,50.96,16.81,14892.8901715824,0,0,0.35218674,-0.4329962,-0.12872005,2026-03-01,1
S_77,50.98,16.81,13441.16549326596,0,0,0.37933555,-0.4677538,0.19504209,2026-03-01,1
S_78,51.0,16.81,11897.905348101373,0,0,0.32951728,-0.41642076,-0.13734727,2026-03-01,1
S_79,51.02,16.81,10294.632437154196,0,0,0.34654638,-0.41516167,0.006888402,2026-03-01,1
S_8,51.1,16.71,8076.924726854547,0,0,0.3438002,-0.41632342,-0.057438623,2026-03-01,1
S_80,51.04,16.81,8200.007119833177,0,0,0.31751493,-0.40123117,-0.088025995,2026-03-01,1
S_81,51.06,16.81,6109.181139309905,0,0,0.3342828,-0.41096905,-0.068553574,2026-03-01,1
S_82,51.08,16.81,4138.897714803536,0,0,0.33897418,-0.4326379,-0.10866303,2026-03-01,1
S_83,51.1,16.81,2594.4511589129984,0,0,0.3676689,-0.45853487,-0.10346495,2026-03-01,1
S_84,51.12,16.81,1523.8956538703992,0,0,0.33425164,-0.41942006,-0.083770275,2026-03-01,1
S_85,51.14,16.81,123.62824571182684,0,0,0.35834485,-0.43118688,-0.04470898,2026-03-01,1
S_86,51.16,16.81,1107.4803238024615,0,0,0.30270752,-0.38641,-0.0636417,2026-03-01,1
S_87,51.18,16.81,990.510390736507,0,0,0.36837238,-0.44786727,-0.075433046,2026-03-01,1
S_88,51.2,16.81,2210.625683987344,0,0,0.44743675,-0.49940306,-0.02654505,2026-03-01,1
S_89,51.22,16.81,4244.216239528772,0,0,0.3058947,-0.40947214,-0.11966365,2026-03-01,1
S_9,51.12,16.71,7132.92987537034,0,0,0.32636696,-0.3753786,-0.04319057,2026-03-01,1
S_90,51.24,16.81,6384.869133637413,0,0,0.28265646,-0.40854332,-0.119157754,2026-03-01,1
S_91,50.96,16.83,13900.696550902425,0,0,0.31726918,-0.41249675,-0.13411166,2026-03-01,1
S_92,50.98,16.83,12364.24594647767,0,0,0.29502743,-0.43121618,-0.16768895,2026-03-01,1
S_93,51.0,16.83,10953.594163227584,0,0,0.30609727,-0.39147887,-0.106366605,2026-03-01,1
S_94,51.02,16.83,9298.41469926228,0,0,0.3497007,-0.41980946,-0.029819889,2026-03-01,1
S_95,51.04,16.83,7796.744007056143,0,0,0.3168052,-0.3986544,-0.14502062,2026-03-01,1
S_96,51.06,16.83,5694.590757082613,0,0,0.31269896,-0.40151253,-0.102008685,2026-03-01,1
S_97,51.08,16.83,3534.511095614605,0,0,0.31688714,-0.40826175,-0.1357456,2026-03-01,1
S_98,51.1,16.83,1511.4306172008778,0,0,0.3494202,-0.4429195,-0.10298933,2026-03-01,1
S_99,51.12,16.83,372.4822459180336,0,0,0.36797336,-0.45282075,-0.11503263,2026-03-01,1
