Sektor_ID,Data,Lat,Lon,NDVI,NDWI,NDMI,dist_to_ditch,manholes_300m,in_basin,WRI
S_1,2023-06-01,50.96,16.71,0.7008,-0.6606,0.346,19204.135492674224,0,0,0.54864
S_1,2023-07-01,50.96,16.71,0.6203,-0.6261,0.251,19204.135492674224,0,0,0.48649
S_1,2023-08-01,50.96,16.71,0.5897,-0.5835,0.1402,19204.135492674224,0,0,0.43299
S_1,2023-09-01,50.96,16.71,0.6351,-0.619,0.1824,19204.135492674224,0,0,0.46349
S_1,2023-10-01,50.96,16.71,0.5356,-0.55,0.0885,19204.135492674224,0,0,0.39608
S_1,2023-11-01,50.96,16.71,0.6535,-0.6459,0.1834,19204.135492674224,0,0,0.46941
S_1,2023-12-01,50.96,16.71,0.3419,-0.4025,0.0758,19204.135492674224,0,0,0.33289
S_1,2024-01-01,50.96,16.71,0.1972,-0.2103,0.6759,19204.135492674224,0,0,0.52952
S_1,2024-02-01,50.96,16.71,0.5107,-0.5668,0.0849,19204.135492674224,0,0,0.38717
S_1,2024-03-01,50.96,16.71,0.4168,-0.4785,-0.0232,19204.135492674224,0,0,0.31576
S_1,2024-04-01,50.96,16.71,0.6935,-0.6379,0.3224,19204.135492674224,0,0,0.53701
S_1,2024-05-01,50.96,16.71,0.7666,-0.7026,0.3974,19204.135492674224,0,0,0.58894
S_1,2024-06-01,50.96,16.71,0.6463,-0.574,0.3588,19204.135492674224,0,0,0.5374099999999999
S_1,2024-07-01,50.96,16.71,0.5112,-0.5184,0.0768,19204.135492674224,0,0,0.38408
S_1,2024-08-01,50.96,16.71,0.4469,-0.4929,0.0198,19204.135492674224,0,0,0.34199
S_1,2024-09-01,50.96,16.71,0.5473,-0.5464,0.1386,19204.135492674224,0,0,0.41963
S_1,2024-10-01,50.96,16.71,0.5912,-0.5795,0.1434,19204.135492674224,0,0,0.43472
S_1,2024-11-01,50.96,16.71,0.6142,-0.5989,0.1936,19204.135492674224,0,0,0.4617
S_1,2024-12-01,50.96,16.71,0.1459,-0.2091,0.0286,19204.135492674224,0,0,0.25521
S_1,2025-01-01,50.96,16.71,0.562,-0.6082,0.1677,19204.135492674224,0,0,0.43568
S_1,2025-02-01,50.96,16.71,0.4,-0.4302,0.2892,19204.135492674224,0,0,0.43568
S_1,2025-03-01,50.96,16.71,0.5072,-0.5386,0.093,19204.135492674224,0,0,0.38936000000000004
S_1,2025-04-01,50.96,16.71,0.6088,-0.5927,0.1795,19204.135492674224,0,0,0.45444
S_1,2025-05-01,50.96,16.71,0.7836,-0.6835,0.4413,19204.135492674224,0,0,0.6115999999999999
S_1,2025-06-01,50.96,16.71,0.7363,-0.6732,0.4301,19204.135492674224,0,0,0.59293
S_1,2025-07-01,50.96,16.71,0.3429,-0.3532,0.0785,19204.135492674224,0,0,0.33427
S_1,2025-08-01,50.96,16.71,0.4685,-0.5098,0.0459,19204.135492674224,0,0,0.35891
S_1,2025-09-01,50.96,16.71,0.4713,-0.5053,0.0563,19204.135492674224,0,0,0.36391
S_1,2025-10-01,50.96,16.71,0.3427,-0.3082,0.122,19204.135492674224,0,0,0.35161
S_1,2025-11-01,50.96,16.71,0.5472,-0.5902,0.0963,19204.135492674224,0,0,0.40268000000000004
S_1,2025-12-01,50.96,16.71,0.5058,-0.5368,0.1105,19204.135492674224,0,0,0.39594
S_1,2026-01-01,50.96,16.71,0.0973,-0.1049,0.3449,19204.135492674224,0,0,0.36715
S_1,2026-02-01,50.96,16.71,0.3711,-0.4629,-0.0486,19204.135492674224,0,0,0.29189
S_1,2026-03-01,50.96,16.71,0.3693,-0.4499,-0.041,19204.135492674224,0,0,0.29439000000000004
S_10,2023-06-01,51.14,16.71,0.7378,-0.6797,0.49,6812.088247351817,0,0,0.61734
S_10,2023-07-01,51.14,16.71,0.4434,-0.5073,0.1642,6812.088247351817,0,0,0.3987
S_10,2023-08-01,51.14,16.71,0.3911,-0.4125,-0.0066,6812.088247351817,0,0,0.31469
S_10,2023-09-01,51.14,16.71,0.3771,-0.4291,-0.0378,6812.088247351817,0,0,0.29801
S_10,2023-10-01,51.14,16.71,0.4664,-0.4715,0.0502,6812.088247351817,0,0,0.36
S_10,2023-11-01,51.14,16.71,0.6588,-0.6429,0.2566,6812.088247351817,0,0,0.5002800000000001
S_10,2023-12-01,51.14,16.71,0.4249,-0.3844,0.2687,6812.088247351817,0,0,0.43495
S_10,2024-01-01,51.14,16.71,0.4518,-0.4664,0.4052,6812.088247351817,0,0,0.49762
S_10,2024-02-01,51.14,16.71,0.6037,-0.6123,0.2446,6812.088247351817,0,0,0.47895000000000004
S_10,2024-03-01,51.14,16.71,0.2521,-0.253,0.1089,6812.088247351817,0,0,0.31919
S_10,2024-04-01,51.14,16.71,0.6779,-0.6453,0.3629,6812.088247351817,0,0,0.54853
S_10,2024-05-01,51.14,16.71,0.6701,-0.6373,0.3905,6812.088247351817,0,0,0.5572300000000001
S_10,2024-06-01,51.14,16.71,0.6624,-0.5933,0.3315,6812.088247351817,0,0,0.53132
S_10,2024-07-01,51.14,16.71,0.3621,-0.4299,-0.0573,6812.088247351817,0,0,0.28571
S_10,2024-08-01,51.14,16.71,0.4694,-0.495,0.0366,6812.088247351817,0,0,0.35546
S_10,2024-09-01,51.14,16.71,0.4919,-0.5097,0.0647,6812.088247351817,0,0,0.37345
S_10,2024-10-01,51.14,16.71,0.3897,-0.4464,0.0112,6812.088247351817,0,0,0.32139
S_10,2024-11-01,51.14,16.71,0.5004,-0.5028,0.1494,6812.088247351817,0,0,0.40988
S_10,2024-12-01,51.14,16.71,0.4633,-0.441,0.2095,6812.088247351817,0,0,0.42279
S_10,2025-01-01,51.14,16.71,0.5454,-0.5585,0.224,6812.088247351817,0,0,0.45322
S_10,2025-02-01,51.14,16.71,0.2296,-0.247,0.6498,6812.088247351817,0,0,0.5288
S_10,2025-03-01,51.14,16.71,0.5799,-0.5645,0.2028,6812.088247351817,0,0,0.45509
S_10,2025-04-01,51.14,16.71,0.6736,-0.6376,0.2976,6812.088247351817,0,0,0.52112
S_10,2025-05-01,51.14,16.71,0.6679,-0.6276,0.4233,6812.088247351817,0,0,0.56969
S_10,2025-06-01,51.14,16.71,0.6006,-0.5912,0.3272,6812.088247351817,0,0,0.5110600000000001
S_10,2025-07-01,51.14,16.71,0.2181,-0.2939,-0.0938,6812.088247351817,0,0,0.22791
S_10,2025-08-01,51.14,16.71,0.4142,-0.4675,-0.0093,6812.088247351817,0,0,0.32054
S_10,2025-09-01,51.14,16.71,0.4109,-0.4602,-0.0009,6812.088247351817,0,0,0.32291000000000003
S_10,2025-10-01,51.14,16.71,0.363,-0.3399,0.0988,6812.088247351817,0,0,0.34842
S_10,2025-11-01,51.14,16.71,0.542,-0.5665,0.1447,6812.088247351817,0,0,0.42048
S_10,2025-12-01,51.14,16.71,0.5603,-0.547,0.2613,6812.088247351817,0,0,0.47261000000000003
S_10,2026-01-01,51.14,16.71,0.2145,-0.2124,0.654,6812.088247351817,0,0,0.5259499999999999
S_10,2026-02-01,51.14,16.71,0.3895,-0.449,0.0011,6812.088247351817,0,0,0.31729
S_10,2026-03-01,51.14,16.71,0.4013,-0.4524,0.0029,6812.088247351817,0,0,0.32155
S_100,2023-06-01,51.14,16.83,0.776,-0.705,0.3472,299.0414108789792,0,0,0.4314882821757959
S_100,2023-07-01,51.14,16.83,0.7391,-0.6905,0.2774,299.0414108789792,0,0,0.39249828217579585
S_100,2023-08-01,51.14,16.83,0.7519,-0.6815,0.2684,299.0414108789792,0,0,0.39273828217579587
S_100,2023-09-01,51.14,16.83,0.7951,-0.7219,0.2905,299.0414108789792,0,0,0.41453828217579586
S_100,2023-10-01,51.14,16.83,0.7561,-0.7032,0.2236,299.0414108789792,0,0,0.37607828217579586
S_100,2023-11-01,51.14,16.83,0.6283,-0.6543,0.1387,299.0414108789792,0,0,0.30377828217579583
S_100,2023-12-01,51.14,16.83,0.4337,-0.4667,0.171,299.0414108789792,0,0,0.25831828217579583
S_100,2024-01-01,51.14,16.83,0.378,-0.4197,0.2852,299.0414108789792,0,0,0.2872882821757959
S_100,2024-02-01,51.14,16.83,0.5208,-0.6166,0.0328,299.0414108789792,0,0,0.22916828217579585
S_100,2024-03-01,51.14,16.83,0.2152,-0.2337,0.05,299.0414108789792,0,0,0.14436828217579584
S_100,2024-04-01,51.14,16.83,0.6382,-0.5906,0.1513,299.0414108789792,0,0,0.31178828217579585
S_100,2024-05-01,51.14,16.83,0.7112,-0.6487,0.2346,299.0414108789792,0,0,0.3670082821757959
S_100,2024-06-01,51.14,16.83,0.758,-0.6753,0.2815,299.0414108789792,0,0,0.39980828217579584
S_100,2024-07-01,51.14,16.83,0.6318,-0.5907,0.1451,299.0414108789792,0,0,0.3073882821757959
S_100,2024-08-01,51.14,16.83,0.7771,-0.7109,0.2343,299.0414108789792,0,0,0.3866582821757959
S_100,2024-09-01,51.14,16.83,0.7706,-0.716,0.2276,299.0414108789792,0,0,0.3820282821757958
S_100,2024-10-01,51.14,16.83,0.665,-0.6641,0.0945,299.0414108789792,0,0,0.2971082821757959
S_100,2024-11-01,51.14,16.83,0.6032,-0.6071,0.1241,299.0414108789792,0,0,0.29040828217579584
S_100,2024-12-01,51.14,16.83,0.3317,-0.3426,0.0741,299.0414108789792,0,0,0.18895828217579583
S_100,2025-01-01,51.14,16.83,0.4945,-0.5769,0.0285,299.0414108789792,0,0,0.21955828217579582
S_100,2025-02-01,51.14,16.83,0.4236,-0.4975,0.1416,299.0414108789792,0,0,0.24352828217579583
S_100,2025-03-01,51.14,16.83,0.4109,-0.4851,-0.0971,299.0414108789792,0,0,0.14423828217579582
S_100,2025-04-01,51.14,16.83,0.4565,-0.5096,-0.0821,299.0414108789792,0,0,0.16391828217579582
S_100,2025-05-01,51.14,16.83,0.7189,-0.6223,0.2919,299.0414108789792,0,0,0.39223828217579587
S_100,2025-06-01,51.14,16.83,0.7792,-0.7277,0.3029,299.0414108789792,0,0,0.4147282821757959
S_100,2025-07-01,51.14,16.83,0.7718,-0.7013,0.2885,299.0414108789792,0,0,0.4067482821757959
S_100,2025-08-01,51.14,16.83,0.8033,-0.738,0.3056,299.0414108789792,0,0,0.42303828217579587
S_100,2025-09-01,51.14,16.83,0.8025,-0.7389,0.2903,299.0414108789792,0,0,0.4166782821757959
S_100,2025-10-01,51.14,16.83,0.3638,-0.3403,0.0992,299.0414108789792,0,0,0.20862828217579585
S_100,2025-11-01,51.14,16.83,0.5659,-0.6368,0.0288,299.0414108789792,0,0,0.24109828217579582
S_100,2025-12-01,51.14,16.83,0.5219,-0.6108,0.0597,299.0414108789792,0,0,0.24025828217579587
S_100,2026-01-01,51.14,16.83,0.146,-0.1324,0.4475,299.0414108789792,0,0,0.28260828217579587
S_100,2026-02-01,51.14,16.83,0.3861,-0.4889,-0.1047,299.0414108789792,0,0,0.13375828217579583
S_100,2026-03-01,51.14,16.83,0.3731,-0.4641,-0.1069,299.0414108789792,0,0,0.12897828217579582
S_101,2023-06-01,51.16,16.83,0.7323,-0.6733,0.4038,193.31260986371728,0,0,0.4198725219727434
S_101,2023-07-01,51.16,16.83,0.4743,-0.5213,0.0947,193.31260986371728,0,0,0.21883252197274344
S_101,2023-08-01,51.16,16.83,0.4175,-0.4239,0.0173,193.31260986371728,0,0,0.17083252197274346
S_101,2023-09-01,51.16,16.83,0.584,-0.554,0.1139,193.31260986371728,0,0,0.25942252197274346
S_101,2023-10-01,51.16,16.83,0.5744,-0.5524,0.0841,193.31260986371728,0,0,0.24462252197274348
S_101,2023-11-01,51.16,16.83,0.6192,-0.612,0.1687,193.31260986371728,0,0,0.2919025219727434
S_101,2023-12-01,51.16,16.83,0.5071,-0.5093,0.1692,193.31260986371728,0,0,0.25847252197274345
S_101,2024-01-01,51.16,16.83,0.3605,-0.4013,0.3189,193.31260986371728,0,0,0.2743725219727435
S_101,2024-02-01,51.16,16.83,0.5009,-0.5602,0.0891,193.31260986371728,0,0,0.22457252197274347
S_101,2024-03-01,51.16,16.83,0.1976,-0.2206,0.0224,193.31260986371728,0,0,0.10690252197274346
S_101,2024-04-01,51.16,16.83,0.6075,-0.5618,0.1951,193.31260986371728,0,0,0.29895252197274347
S_101,2024-05-01,51.16,16.83,0.614,-0.5767,0.2094,193.31260986371728,0,0,0.3066225219727434
S_101,2024-06-01,51.16,16.83,0.5577,-0.5174,0.1307,193.31260986371728,0,0,0.25825252197274345
S_101,2024-07-01,51.16,16.83,0.491,-0.4926,0.017,193.31260986371728,0,0,0.19276252197274346
S_101,2024-08-01,51.16,16.83,0.5689,-0.5454,0.0771,193.31260986371728,0,0,0.24017252197274347
S_101,2024-09-01,51.16,16.83,0.5998,-0.5762,0.095,193.31260986371728,0,0,0.25660252197274347
S_101,2024-10-01,51.16,16.83,0.5213,-0.5414,0.0167,193.31260986371728,0,0,0.20173252197274344
S_101,2024-11-01,51.16,16.83,0.5398,-0.5415,0.1025,193.31260986371728,0,0,0.24160252197274346
S_101,2024-12-01,51.16,16.83,0.314,-0.3275,0.047,193.31260986371728,0,0,0.15166252197274344
S_101,2025-01-01,51.16,16.83,0.4393,-0.5083,0.0233,193.31260986371728,0,0,0.17977252197274346
S_101,2025-02-01,51.16,16.83,0.309,-0.396,0.169,193.31260986371728,0,0,0.19896252197274344
S_101,2025-03-01,51.16,16.83,0.3706,-0.4352,-0.0672,193.31260986371728,0,0,0.12296252197274345
S_101,2025-04-01,51.16,16.83,0.4411,-0.4769,-0.0182,193.31260986371728,0,0,0.16371252197274344
S_101,2025-05-01,51.16,16.83,0.426,-0.4437,0.0995,193.31260986371728,0,0,0.20626252197274347
S_101,2025-06-01,51.16,16.83,0.5983,-0.5803,0.2084,193.31260986371728,0,0,0.3015125219727435
S_101,2025-07-01,51.16,16.83,0.6288,-0.5967,0.1883,193.31260986371728,0,0,0.3026225219727434
S_101,2025-08-01,51.16,16.83,0.667,-0.6343,0.2231,193.31260986371728,0,0,0.32800252197274343
S_101,2025-09-01,51.16,16.83,0.6557,-0.6175,0.2089,193.31260986371728,0,0,0.3189325219727434
S_101,2025-10-01,51.16,16.83,0.3631,-0.3401,0.0978,193.31260986371728,0,0,0.18671252197274346
S_101,2025-11-01,51.16,16.83,0.4344,-0.5181,-0.0488,193.31260986371728,0,0,0.14946252197274346
S_101,2025-12-01,51.16,16.83,0.397,-0.4832,0.0444,193.31260986371728,0,0,0.17552252197274348
S_101,2026-01-01,51.16,16.83,0.1672,-0.153,0.4257,193.31260986371728,0,0,0.25910252197274347
S_101,2026-02-01,51.16,16.83,0.2808,-0.3867,-0.1332,193.31260986371728,0,0,0.06962252197274345
S_101,2026-03-01,51.16,16.83,0.2645,-0.3666,-0.1299,193.31260986371728,0,0,0.06605252197274347
S_102,2023-06-01,51.18,16.83,0.746,-0.6805,0.3167,218.76394220477843,0,0,0.3942327884409557
S_102,2023-07-01,51.18,16.83,0.6916,-0.6481,0.2295,218.76394220477843,0,0,0.3430327884409557
S_102,2023-08-01,51.18,16.83,0.6182,-0.5777,0.1895,218.76394220477843,0,0,0.3050127884409557
S_102,2023-09-01,51.18,16.83,0.6885,-0.642,0.2039,218.76394220477843,0,0,0.3318627884409557
S_102,2023-10-01,51.18,16.83,0.6698,-0.617,0.1953,218.76394220477843,0,0,0.3228127884409557
S_102,2023-11-01,51.18,16.83,0.6029,-0.6389,0.1337,218.76394220477843,0,0,0.2781027884409557
S_102,2023-12-01,51.18,16.83,0.4528,-0.4819,0.1372,218.76394220477843,0,0,0.2344727884409557
S_102,2024-01-01,51.18,16.83,0.3836,-0.4309,0.2166,218.76394220477843,0,0,0.24547278844095566
S_102,2024-02-01,51.18,16.83,0.5045,-0.5944,0.0398,218.76394220477843,0,0,0.21102278844095568
S_102,2024-03-01,51.18,16.83,0.2456,-0.2559,0.0505,218.76394220477843,0,0,0.13763278844095567
S_102,2024-04-01,51.18,16.83,0.5646,-0.5391,0.1241,218.76394220477843,0,0,0.2627727884409557
S_102,2024-05-01,51.18,16.83,0.6533,-0.6056,0.2057,218.76394220477843,0,0,0.3220227884409557
S_102,2024-06-01,51.18,16.83,0.7403,-0.6549,0.2825,218.76394220477843,0,0,0.3788427884409557
S_102,2024-07-01,51.18,16.83,0.6349,-0.5866,0.1791,218.76394220477843,0,0,0.3058627884409557
S_102,2024-08-01,51.18,16.83,0.7341,-0.6726,0.2068,218.76394220477843,0,0,0.3467027884409557
S_102,2024-09-01,51.18,16.83,0.7182,-0.6701,0.2029,218.76394220477843,0,0,0.3403727884409557
S_102,2024-10-01,51.18,16.83,0.5972,-0.6152,0.0553,218.76394220477843,0,0,0.24503278844095566
S_102,2024-11-01,51.18,16.83,0.5334,-0.5513,0.0724,218.76394220477843,0,0,0.23273278844095568
S_102,2024-12-01,51.18,16.83,0.2749,-0.2801,0.0665,218.76394220477843,0,0,0.15282278844095568
S_102,2025-01-01,51.18,16.83,0.4814,-0.5547,0.0332,218.76394220477843,0,0,0.2014527884409557
S_102,2025-02-01,51.18,16.83,0.4036,-0.4767,0.134,218.76394220477843,0,0,0.2184327884409557
S_102,2025-03-01,51.18,16.83,0.4031,-0.4651,-0.08,218.76394220477843,0,0,0.13268278844095568
S_102,2025-04-01,51.18,16.83,0.444,-0.4957,-0.07,218.76394220477843,0,0,0.14895278844095566
S_102,2025-05-01,51.18,16.83,0.6832,-0.6064,0.248,218.76394220477843,0,0,0.3479127884409557
S_102,2025-06-01,51.18,16.83,0.7696,-0.7039,0.3209,218.76394220477843,0,0,0.4029927884409557
S_102,2025-07-01,51.18,16.83,0.7544,-0.6747,0.2799,218.76394220477843,0,0,0.3820327884409557
S_102,2025-08-01,51.18,16.83,0.7584,-0.6891,0.2726,218.76394220477843,0,0,0.3803127884409557
S_102,2025-09-01,51.18,16.83,0.7153,-0.6705,0.2283,218.76394220477843,0,0,0.3496627884409557
S_102,2025-10-01,51.18,16.83,0.3624,-0.34,0.0965,218.76394220477843,0,0,0.1910727884409557
S_102,2025-11-01,51.18,16.83,0.5386,-0.6152,0.0313,218.76394220477843,0,0,0.21785278844095568
S_102,2025-12-01,51.18,16.83,0.5192,-0.5857,0.0856,218.76394220477843,0,0,0.23375278844095565
S_102,2026-01-01,51.18,16.83,0.1375,-0.1399,0.5638,218.76394220477843,0,0,0.3105227884409557
S_102,2026-02-01,51.18,16.83,0.3928,-0.4836,-0.0925,218.76394220477843,0,0,0.12459278844095568
S_102,2026-03-01,51.18,16.83,0.3808,-0.4648,-0.0985,218.76394220477843,0,0,0.1185927884409557
S_103,2023-06-01,51.2,16.83,0.6387,-0.6148,0.2668,1750.830765751724,0,0,0.49833
S_103,2023-07-01,51.2,16.83,0.5295,-0.5481,0.1366,1750.830765751724,0,0,0.41349
S_103,2023-08-01,51.2,16.83,0.5458,-0.524,0.1271,1750.830765751724,0,0,0.41457999999999995
S_103,2023-09-01,51.2,16.83,0.6223,-0.5845,0.1561,1750.830765751724,0,0,0.44913000000000003
S_103,2023-10-01,51.2,16.83,0.5971,-0.4852,0.1779,1750.830765751724,0,0,0.45029
S_103,2023-11-01,51.2,16.83,0.588,-0.5959,0.1459,1750.830765751724,0,0,0.43476
S_103,2023-12-01,51.2,16.83,0.4806,-0.4934,0.1438,1750.830765751724,0,0,0.40170000000000006
S_103,2024-01-01,51.2,16.83,0.3323,-0.3851,0.234,1750.830765751724,0,0,0.39329000000000003
S_103,2024-02-01,51.2,16.83,0.4204,-0.5137,0.0237,1750.830765751724,0,0,0.3356
S_103,2024-03-01,51.2,16.83,0.2626,-0.2778,0.0265,1750.830765751724,0,0,0.28938
S_103,2024-04-01,51.2,16.83,0.4504,-0.4622,0.0593,1750.830765751724,0,0,0.35884
S_103,2024-05-01,51.2,16.83,0.4328,-0.452,0.0626,1750.830765751724,0,0,0.35488000000000003
S_103,2024-06-01,51.2,16.83,0.6003,-0.5545,0.1736,1750.830765751724,0,0,0.44953
S_103,2024-07-01,51.2,16.83,0.6535,-0.5975,0.233,1750.830765751724,0,0,0.48925
S_103,2024-08-01,51.2,16.83,0.7112,-0.6517,0.262,1750.830765751724,0,0,0.51816
S_103,2024-09-01,51.2,16.83,0.6317,-0.6069,0.1602,1750.830765751724,0,0,0.45359000000000005
S_103,2024-10-01,51.2,16.83,0.503,-0.5343,0.0294,1750.830765751724,0,0,0.36266
S_103,2024-11-01,51.2,16.83,0.4638,-0.4915,0.0492,1750.830765751724,0,0,0.35882000000000003
S_103,2024-12-01,51.2,16.83,0.1671,-0.1636,0.0537,1750.830765751724,0,0,0.27161
S_103,2025-01-01,51.2,16.83,0.3755,-0.4594,0.0087,1750.830765751724,0,0,0.31613
S_103,2025-02-01,51.2,16.83,0.2934,-0.3643,0.1656,1750.830765751724,0,0,0.35426
S_103,2025-03-01,51.2,16.83,0.3192,-0.3955,-0.0867,1750.830765751724,0,0,0.26108
S_103,2025-04-01,51.2,16.83,0.3506,-0.413,-0.0715,1750.830765751724,0,0,0.27658000000000005
S_103,2025-05-01,51.2,16.83,0.4547,-0.4611,0.0741,1750.830765751724,0,0,0.36605
S_103,2025-06-01,51.2,16.83,0.6669,-0.6263,0.2307,1750.830765751724,0,0,0.49235
S_103,2025-07-01,51.2,16.83,0.6856,-0.6266,0.2337,1750.830765751724,0,0,0.49916
S_103,2025-08-01,51.2,16.83,0.7114,-0.6547,0.2627,1750.830765751724,0,0,0.5185
S_103,2025-09-01,51.2,16.83,0.633,-0.6022,0.1755,1750.830765751724,0,0,0.4601
S_103,2025-10-01,51.2,16.83,0.3618,-0.3399,0.0954,1750.830765751724,0,0,0.3467
S_103,2025-11-01,51.2,16.83,0.4265,-0.5126,-0.0177,1750.830765751724,0,0,0.32087
S_103,2025-12-01,51.2,16.83,0.3852,-0.4587,0.0557,1750.830765751724,0,0,0.33784000000000003
S_103,2026-01-01,51.2,16.83,0.0985,-0.1094,0.6049,1750.830765751724,0,0,0.47151000000000004
S_103,2026-02-01,51.2,16.83,0.3087,-0.408,-0.1101,1750.830765751724,0,0,0.24856999999999999
S_103,2026-03-01,51.2,16.83,0.3051,-0.4015,-0.1159,1750.830765751724,0,0,0.24517
S_104,2023-06-01,51.22,16.83,0.652,-0.6277,0.2812,3972.279685462268,0,0,0.5080800000000001
S_104,2023-07-01,51.22,16.83,0.6345,-0.6187,0.2273,3972.279685462268,0,0,0.48127000000000003
S_104,2023-08-01,51.22,16.83,0.4898,-0.4582,0.1524,3972.279685462268,0,0,0.40790000000000004
S_104,2023-09-01,51.22,16.83,0.6776,-0.6368,0.2194,3972.279685462268,0,0,0.49104
S_104,2023-10-01,51.22,16.83,0.5614,-0.5414,0.105,3972.279685462268,0,0,0.41042
S_104,2023-11-01,51.22,16.83,0.5995,-0.606,0.1306,3972.279685462268,0,0,0.43209000000000003
S_104,2023-12-01,51.22,16.83,0.4597,-0.4742,0.1113,3972.279685462268,0,0,0.38243000000000005
S_104,2024-01-01,51.22,16.83,0.3295,-0.3779,0.2389,3972.279685462268,0,0,0.39441000000000004
S_104,2024-02-01,51.22,16.83,0.4288,-0.5186,0.0244,3972.279685462268,0,0,0.33840000000000003
S_104,2024-03-01,51.22,16.83,0.3385,-0.3378,0.0664,3972.279685462268,0,0,0.32811
S_104,2024-04-01,51.22,16.83,0.4963,-0.4979,0.083,3972.279685462268,0,0,0.38209000000000004
S_104,2024-05-01,51.22,16.83,0.4967,-0.507,0.1092,3972.279685462268,0,0,0.39269
S_104,2024-06-01,51.22,16.83,0.6172,-0.5733,0.2026,3972.279685462268,0,0,0.4662
S_104,2024-07-01,51.22,16.83,0.6658,-0.605,0.2566,3972.279685462268,0,0,0.50238
S_104,2024-08-01,51.22,16.83,0.7401,-0.6801,0.277,3972.279685462268,0,0,0.5328299999999999
S_104,2024-09-01,51.22,16.83,0.6972,-0.6523,0.2122,3972.279685462268,0,0,0.49404000000000003
S_104,2024-10-01,51.22,16.83,0.5058,-0.5464,0.0189,3972.279685462268,0,0,0.35930000000000006
S_104,2024-11-01,51.22,16.83,0.4536,-0.4856,0.0311,3972.279685462268,0,0,0.34852000000000005
S_104,2024-12-01,51.22,16.83,0.1404,-0.1138,0.1082,3972.279685462268,0,0,0.2854
S_104,2025-01-01,51.22,16.83,0.3847,-0.4603,0.0124,3972.279685462268,0,0,0.32037
S_104,2025-02-01,51.22,16.83,0.3003,-0.3677,0.2304,3972.279685462268,0,0,0.38225000000000003
S_104,2025-03-01,51.22,16.83,0.3625,-0.4261,-0.0694,3972.279685462268,0,0,0.28099
S_104,2025-04-01,51.22,16.83,0.4084,-0.4555,-0.0443,3972.279685462268,0,0,0.3048
S_104,2025-05-01,51.22,16.83,0.5725,-0.5484,0.1746,3972.279685462268,0,0,0.44159
S_104,2025-06-01,51.22,16.83,0.6992,-0.6631,0.2729,3972.279685462268,0,0,0.51892
S_104,2025-07-01,51.22,16.83,0.6675,-0.6251,0.2246,3972.279685462268,0,0,0.49008999999999997
S_104,2025-08-01,51.22,16.83,0.6911,-0.6564,0.2293,3972.279685462268,0,0,0.49905000000000005
S_104,2025-09-01,51.22,16.83,0.6932,-0.6511,0.2113,3972.279685462268,0,0,0.49248000000000003
S_104,2025-10-01,51.22,16.83,0.338,-0.3285,0.0708,3972.279685462268,0,0,0.32972
S_104,2025-11-01,51.22,16.83,0.4792,-0.5533,-0.0188,3972.279685462268,0,0,0.33624
S_104,2025-12-01,51.22,16.83,0.3966,-0.4639,0.0496,3972.279685462268,0,0,0.33882
S_104,2026-01-01,51.22,16.83,0.159,-0.1806,0.4763,3972.279685462268,0,0,0.43822000000000005
S_104,2026-02-01,51.22,16.83,0.312,-0.4157,-0.1353,3972.279685462268,0,0,0.23948000000000003
S_104,2026-03-01,51.22,16.83,0.3109,-0.4132,-0.1339,3972.279685462268,0,0,0.23971000000000003
S_105,2023-06-01,51.24,16.83,0.6569,-0.6031,0.3498,5445.385947041962,0,0,0.5369900000000001
S_105,2023-07-01,51.24,16.83,0.5233,-0.5001,0.2001,5445.385947041962,0,0,0.43703000000000003
S_105,2023-08-01,51.24,16.83,0.4068,-0.3819,0.1303,5445.385947041962,0,0,0.37416
S_105,2023-09-01,51.24,16.83,0.5141,-0.4808,0.1187,5445.385947041962,0,0,0.40171
S_105,2023-10-01,51.24,16.83,0.3932,-0.4434,-0.0075,5445.385947041962,0,0,0.31496
S_105,2023-11-01,51.24,16.83,0.4928,-0.4936,0.1207,5445.385947041962,0,0,0.39612
S_105,2023-12-01,51.24,16.83,0.4193,-0.4198,0.1525,5445.385947041962,0,0,0.38678999999999997
S_105,2024-01-01,51.24,16.83,0.2681,-0.3061,0.2812,5445.385947041962,0,0,0.39291000000000004
S_105,2024-02-01,51.24,16.83,0.3265,-0.3946,0.009,5445.385947041962,0,0,0.30155
S_105,2024-03-01,51.24,16.83,0.3766,-0.3724,0.0722,5445.385947041962,0,0,0.34186
S_105,2024-04-01,51.24,16.83,0.5177,-0.4933,0.1464,5445.385947041962,0,0,0.41387
S_105,2024-05-01,51.24,16.83,0.5151,-0.493,0.171,5445.385947041962,0,0,0.42293000000000003
S_105,2024-06-01,51.24,16.83,0.5474,-0.4969,0.2128,5445.385947041962,0,0,0.44934
S_105,2024-07-01,51.24,16.83,0.554,-0.5128,0.1741,5445.385947041962,0,0,0.43584
S_105,2024-08-01,51.24,16.83,0.5835,-0.5312,0.1756,5445.385947041962,0,0,0.44529
S_105,2024-09-01,51.24,16.83,0.4916,-0.4842,0.2027,5445.385947041962,0,0,0.42856
S_105,2024-10-01,51.24,16.83,0.325,-0.3824,-0.057,5445.385947041962,0,0,0.2747
S_105,2024-11-01,51.24,16.83,0.3543,-0.4203,-0.0264,5445.385947041962,0,0,0.29573
S_105,2024-12-01,51.24,16.83,0.0982,-0.0606,0.1016,5445.385947041962,0,0,0.2701
