Sektor_ID,Lat,Lon,Pred_NDVI,Pred_NDWI,Pred_NDMI,Forecast_Date,Step
S_20,51.11,16.87,0.45933968,-0.45594132,0.03451724,2026-06-11,12
S_21,51.03,16.89,0.40556157,-0.42663616,0.067961045,2026-06-11,12
S_22,51.05,16.89,0.4441224,-0.45591882,0.109429814,2026-06-11,12
S_23,51.07,16.89,0.40169048,-0.42535058,0.08559227,2026-06-11,12
S_24,51.09,16.89,0.43155968,-0.4520396,0.10071243,2026-06-11,12
S_25,51.11,16.89,0.43494695,-0.43826765,0.06838441,2026-06-11,12
S_26,51.03,16.91,0.41747406,-0.41540533,0.10694443,2026-06-11,12
S_27,51.05,16.91,0.41970262,-0.45644468,0.1088409,2026-06-11,12
S_28,51.07,16.91,0.4078415,-0.45433107,0.09182061,2026-06-11,12
S_29,51.09,16.91,0.30498707,-0.3173573,0.090165354,2026-06-11,12
S_3,51.07,16.81,0.45400727,-0.4831421,0.11149279,2026-06-11,12
S_30,51.11,16.91,0.42976877,-0.43179977,0.07949186,2026-06-11,12
S_4,51.09,16.81,0.4217495,-0.4512354,0.07685033,2026-06-11,12
S_5,51.11,16.81,0.42854697,-0.4591683,0.07720592,2026-06-11,12
S_6,51.03,16.83,0.4194971,-0.437349,0.095682696,2026-06-11,12
S_7,51.05,16.83,0.45334977,-0.45642528,0.11653699,2026-06-11,12
S_8,51.07,16.83,0.43298432,-0.45192164,0.07457208,2026-06-11,12
S_9,51.09,16.83,0.4093158,-0.44910508,0.08307017,2026-06-11,12
S_1,51.03,16.81,0.42632946,-0.4403973,0.15191638,2026-06-16,13
S_10,51.11,16.83,0.42259166,-0.45400214,0.086189985,2026-06-16,13
S_11,51.03,16.85,0.44671813,-0.45713684,0.10206462,2026-06-16,13
S_12,51.05,16.85,0.37212318,-0.3597353,0.12163791,2026-06-16,13
S_13,51.07,16.85,0.28590456,-0.3306858,-0.002161935,2026-06-16,13
S_14,51.09,16.85,0.40278104,-0.44309595,0.07117396,2026-06-16,13
S_15,51.11,16.85,0.42921808,-0.437482,0.10650173,2026-06-16,13
S_16,51.03,16.87,0.46236137,-0.47865176,0.13244653,2026-06-16,13
S_17,51.05,16.87,0.3425236,-0.3606539,0.04672438,2026-06-16,13
S_18,51.07,16.87,0.3981832,-0.3660338,0.08753358,2026-06-16,13
S_19,51.09,16.87,0.4451076,-0.4387962,0.13534805,2026-06-16,13
S_2,51.05,16.81,0.36216006,-0.39772838,0.09158178,2026-06-16,13
S_20,51.11,16.87,0.4409165,-0.45949182,0.039509207,2026-06-16,13
S_21,51.03,16.89,0.41386065,-0.432849,0.07015141,2026-06-16,13
S_22,51.05,16.89,0.43063,-0.45432517,0.105542734,2026-06-16,13
S_23,51.07,16.89,0.42024493,-0.44356558,0.089694396,2026-06-16,13
S_24,51.09,16.89,0.42588773,-0.45530275,0.119141646,2026-06-16,13
S_25,51.11,16.89,0.43406752,-0.43357778,0.06880439,2026-06-16,13
S_26,51.03,16.91,0.43912363,-0.43971923,0.12805045,2026-06-16,13
S_27,51.05,16.91,0.4072293,-0.44525978,0.109749615,2026-06-16,13
S_28,51.07,16.91,0.4131025,-0.459077,0.119174466,2026-06-16,13
S_29,51.09,16.91,0.2927312,-0.32575417,0.10675383,2026-06-16,13
S_3,51.07,16.81,0.41908562,-0.45360607,0.108492404,2026-06-16,13
S_30,51.11,16.91,0.42465818,-0.42939657,0.082125574,2026-06-16,13
S_4,51.09,16.81,0.4196439,-0.44871393,0.078862995,2026-06-16,13
S_5,51.11,16.81,0.41702834,-0.45686573,0.080560744,2026-06-16,13
S_6,51.03,16.83,0.41568547,-0.4404685,0.106168345,2026-06-16,13
S_7,51.05,16.83,0.46145916,-0.4655694,0.10331652,2026-06-16,13
S_8,51.07,16.83,0.4265645,-0.4509734,0.078153744,2026-06-16,13
S_9,51.09,16.83,0.4010129,-0.44393712,0.089490175,2026-06-16,13
S_1,51.03,16.81,0.4237592,-0.44272467,0.14530312,2026-06-21,14
S_10,51.11,16.83,0.42905897,-0.4587051,0.105188124,2026-06-21,14
S_11,51.03,16.85,0.4219694,-0.44799232,0.10669913,2026-06-21,14
S_12,51.05,16.85,0.4177445,-0.4264346,0.12565407,2026-06-21,14
S_13,51.07,16.85,0.31001297,-0.3545844,0.018456385,2026-06-21,14
S_14,51.09,16.85,0.39468932,-0.44303817,0.08979333,2026-06-21,14
S_15,51.11,16.85,0.43029562,-0.43692404,0.106117785,2026-06-21,14
S_16,51.03,16.87,0.44842616,-0.47160044,0.12996528,2026-06-21,14
S_17,51.05,16.87,0.36163083,-0.37280813,0.063940756,2026-06-21,14
S_18,51.07,16.87,0.4464295,-0.41251865,0.1027141,2026-06-21,14
S_19,51.09,16.87,0.49077722,-0.486994,0.1606666,2026-06-21,14
S_2,51.05,16.81,0.36162913,-0.39986926,0.11761911,2026-06-21,14
S_20,51.11,16.87,0.42334232,-0.44939902,0.046574675,2026-06-21,14
S_21,51.03,16.89,0.41491118,-0.44253418,0.06888557,2026-06-21,14
S_22,51.05,16.89,0.42517176,-0.45370978,0.10615673,2026-06-21,14
S_23,51.07,16.89,0.44012618,-0.46089104,0.10202488,2026-06-21,14
S_24,51.09,16.89,0.42024335,-0.45312563,0.11657399,2026-06-21,14
S_25,51.11,16.89,0.43198085,-0.43415627,0.070620045,2026-06-21,14
S_26,51.03,16.91,0.44781366,-0.45120934,0.14096275,2026-06-21,14
S_27,51.05,16.91,0.41062766,-0.44754004,0.12008164,2026-06-21,14
S_28,51.07,16.91,0.40964124,-0.45848823,0.12961581,2026-06-21,14
S_29,51.09,16.91,0.35436225,-0.36359707,0.11524016,2026-06-21,14
S_3,51.07,16.81,0.3953183,-0.4434399,0.09999048,2026-06-21,14
S_30,51.11,16.91,0.42567375,-0.43674484,0.086236544,2026-06-21,14
S_4,51.09,16.81,0.4244686,-0.45089132,0.08573134,2026-06-21,14
S_5,51.11,16.81,0.39135307,-0.44962564,0.086135685,2026-06-21,14
S_6,51.03,16.83,0.4415352,-0.45429984,0.118712485,2026-06-21,14
S_7,51.05,16.83,0.45229825,-0.4696617,0.10168282,2026-06-21,14
S_8,51.07,16.83,0.41983423,-0.45019102,0.07521431,2026-06-21,14
S_9,51.09,16.83,0.40409225,-0.4545958,0.1067699,2026-06-21,14
S_1,51.03,16.81,0.4443773,-0.4460034,0.14821273,2026-06-26,15
S_10,51.11,16.83,0.4241841,-0.42113087,0.12646976,2026-06-26,15
S_11,51.03,16.85,0.4130325,-0.41289946,0.10691876,2026-06-26,15
S_12,51.05,16.85,0.44908407,-0.44542247,0.14486057,2026-06-26,15
S_13,51.07,16.85,0.3292483,-0.373825,0.024689138,2026-06-26,15
S_14,51.09,16.85,0.4111715,-0.397875,0.10912592,2026-06-26,15
S_15,51.11,16.85,0.428866,-0.40970886,0.11055162,2026-06-26,15
S_16,51.03,16.87,0.40509832,-0.43313736,0.12860887,2026-06-26,15
S_17,51.05,16.87,0.37483117,-0.38754544,0.085914426,2026-06-26,15
S_18,51.07,16.87,0.45457408,-0.42569262,0.12704241,2026-06-26,15
S_19,51.09,16.87,0.4981389,-0.4604933,0.16490151,2026-06-26,15
S_2,51.05,16.81,0.36398393,-0.43167657,0.13414894,2026-06-26,15
S_20,51.11,16.87,0.4211664,-0.40367183,0.071273424,2026-06-26,15
S_21,51.03,16.89,0.41618237,-0.4143539,0.07127542,2026-06-26,15
S_22,51.05,16.89,0.40871435,-0.41537872,0.103398,2026-06-26,15
S_23,51.07,16.89,0.43678278,-0.427597,0.11965206,2026-06-26,15
S_24,51.09,16.89,0.4200789,-0.4120979,0.117322505,2026-06-26,15
S_25,51.11,16.89,0.4299249,-0.40469387,0.06992412,2026-06-26,15
S_26,51.03,16.91,0.44698712,-0.4424341,0.14611849,2026-06-26,15
S_27,51.05,16.91,0.42469516,-0.43474084,0.11754871,2026-06-26,15
S_28,51.07,16.91,0.41420695,-0.4341099,0.13964202,2026-06-26,15
S_29,51.09,16.91,0.42929795,-0.4232091,0.11618485,2026-06-26,15
S_3,51.07,16.81,0.37400633,-0.39658782,0.10893879,2026-06-26,15
S_30,51.11,16.91,0.44016784,-0.40435892,0.104149714,2026-06-26,15
S_4,51.09,16.81,0.42623347,-0.42099458,0.094523445,2026-06-26,15
S_5,51.11,16.81,0.37912527,-0.3905032,0.11111726,2026-06-26,15
S_6,51.03,16.83,0.44277853,-0.4327149,0.11668363,2026-06-26,15
S_7,51.05,16.83,0.42811903,-0.43389434,0.10107775,2026-06-26,15
S_8,51.07,16.83,0.42334706,-0.41861448,0.076716594,2026-06-26,15
S_9,51.09,16.83,0.41611338,-0.43529013,0.12890409,2026-06-26,15
S_1,51.03,16.81,0.44929954,-0.44875252,0.15274246,2026-07-01,16
S_10,51.11,16.83,0.4227703,-0.40001878,0.14663489,2026-07-01,16
S_11,51.03,16.85,0.40663257,-0.40769523,0.10987259,2026-07-01,16
S_12,51.05,16.85,0.44632018,-0.44096157,0.14930137,2026-07-01,16
S_13,51.07,16.85,0.35287791,-0.392003,0.043453705,2026-07-01,16
S_14,51.09,16.85,0.4476772,-0.3790415,0.12778898,2026-07-01,16
S_15,51.11,16.85,0.428614,-0.39133435,0.111019604,2026-07-01,16
S_16,51.03,16.87,0.36546102,-0.38081622,0.13021311,2026-07-01,16
S_17,51.05,16.87,0.36842918,-0.3720194,0.10126581,2026-07-01,16
S_18,51.07,16.87,0.46228904,-0.42532104,0.1392779,2026-07-01,16
S_19,51.09,16.87,0.50052696,-0.44746178,0.15995333,2026-07-01,16
S_2,51.05,16.81,0.36561993,-0.44574177,0.14874391,2026-07-01,16
S_20,51.11,16.87,0.43070456,-0.38092864,0.082093894,2026-07-01,16
S_21,51.03,16.89,0.42198387,-0.41503143,0.0708339,2026-07-01,16
S_22,51.05,16.89,0.40380475,-0.39954162,0.106886484,2026-07-01,16
S_23,51.07,16.89,0.42342165,-0.4042123,0.11103187,2026-07-01,16
S_24,51.09,16.89,0.42009038,-0.38489652,0.11817774,2026-07-01,16
S_25,51.11,16.89,0.43515584,-0.38274083,0.0701076,2026-07-01,16
S_26,51.03,16.91,0.42906478,-0.43618807,0.14417404,2026-07-01,16
S_27,51.05,16.91,0.4304393,-0.4292219,0.11506391,2026-07-01,16
S_28,51.07,16.91,0.41164804,-0.41722712,0.15467824,2026-07-01,16
S_29,51.09,16.91,0.42631024,-0.42617482,0.11934697,2026-07-01,16
S_3,51.07,16.81,0.3682033,-0.373091,0.11277222,2026-07-01,16
S_30,51.11,16.91,0.44322217,-0.38353637,0.11852034,2026-07-01,16
S_4,51.09,16.81,0.42946857,-0.41504532,0.117614135,2026-07-01,16
S_5,51.11,16.81,0.3899524,-0.37184206,0.13349216,2026-07-01,16
S_6,51.03,16.83,0.4307128,-0.42568657,0.10453504,2026-07-01,16
S_7,51.05,16.83,0.40898794,-0.3858249,0.10855313,2026-07-01,16
S_8,51.07,16.83,0.42802414,-0.41286975,0.08400521,2026-07-01,16
S_9,51.09,16.83,0.41359955,-0.42108017,0.141146,2026-07-01,16
S_1,51.03,16.81,0.4467831,-0.4469121,0.1484534,2026-07-06,17
S_10,51.11,16.83,0.44060522,-0.4041371,0.14731091,2026-07-06,17
S_11,51.03,16.85,0.4355967,-0.41329053,0.11988857,2026-07-06,17
S_12,51.05,16.85,0.43959853,-0.44546252,0.14301744,2026-07-06,17
S_13,51.07,16.85,0.3611981,-0.37916255,0.05269508,2026-07-06,17
S_14,51.09,16.85,0.4515264,-0.3747175,0.13767335,2026-07-06,17
S_15,51.11,16.85,0.43998128,-0.36956596,0.11048693,2026-07-06,17
S_16,51.03,16.87,0.36809263,-0.35402304,0.12829013,2026-07-06,17
S_17,51.05,16.87,0.38097954,-0.35794148,0.1204622,2026-07-06,17
S_18,51.07,16.87,0.4541777,-0.43435058,0.13804078,2026-07-06,17
S_19,51.09,16.87,0.49669123,-0.463761,0.1622436,2026-07-06,17
S_2,51.05,16.81,0.3753476,-0.43420324,0.15293615,2026-07-06,17
S_20,51.11,16.87,0.4385244,-0.35565203,0.08881874,2026-07-06,17
S_21,51.03,16.89,0.42562607,-0.41047192,0.07491776,2026-07-06,17
S_22,51.05,16.89,0.4237001,-0.37837705,0.117598295,2026-07-06,17
S_23,51.07,16.89,0.4260623,-0.38893571,0.1034916,2026-07-06,17
S_24,51.09,16.89,0.43875182,-0.36422342,0.119482026,2026-07-06,17
S_25,51.11,16.89,0.43902847,-0.3656565,0.06936015,2026-07-06,17
S_26,51.03,16.91,0.4349439,-0.43951824,0.13933785,2026-07-06,17
S_27,51.05,16.91,0.42852587,-0.43318668,0.11244493,2026-07-06,17
S_28,51.07,16.91,0.4304405,-0.42391247,0.15432887,2026-07-06,17
S_29,51.09,16.91,0.42200857,-0.4094746,0.109580465,2026-07-06,17
S_3,51.07,16.81,0.39007318,-0.37424302,0.12846076,2026-07-06,17
S_30,51.11,16.91,0.44058138,-0.3636417,0.11822417,2026-07-06,17
S_4,51.09,16.81,0.43441024,-0.4030415,0.13137916,2026-07-06,17
S_5,51.11,16.81,0.42998067,-0.36750582,0.15648346,2026-07-06,17
S_6,51.03,16.83,0.4275305,-0.41382205,0.0955425,2026-07-06,17
S_7,51.05,16.83,0.42766234,-0.3790665,0.106183656,2026-07-06,17
S_8,51.07,16.83,0.4379283,-0.40957242,0.08503636,2026-07-06,17
S_9,51.09,16.83,0.4411488,-0.42998275,0.14623839,2026-07-06,17
S_1,51.03,16.81,0.4384541,-0.44907507,0.1425465,2026-07-11,18
S_10,51.11,16.83,0.44869304,-0.42642212,0.14988856,2026-07-11,18
S_11,51.03,16.85,0.45568597,-0.44755125,0.12090486,2026-07-11,18
S_12,51.05,16.85,0.44107443,-0.4463832,0.14039364,2026-07-11,18
S_13,51.07,16.85,0.35425493,-0.3688346,0.071540534,2026-07-11,18
S_14,51.09,16.85,0.48604405,-0.41512293,0.14231794,2026-07-11,18
S_15,51.11,16.85,0.45608065,-0.40962303,0.11553598,2026-07-11,18
S_16,51.03,16.87,0.389887,-0.36515528,0.13514844,2026-07-11,18
S_17,51.05,16.87,0.4225531,-0.41839844,0.12705256,2026-07-11,18
S_18,51.07,16.87,0.45547113,-0.4309582,0.13422602,2026-07-11,18
S_19,51.09,16.87,0.51896966,-0.45873693,0.15384439,2026-07-11,18
S_2,51.05,16.81,0.37250888,-0.42431813,0.14600602,2026-07-11,18
S_20,51.11,16.87,0.48318982,-0.4093367,0.09819025,2026-07-11,18
S_21,51.03,16.89,0.4326801,-0.42626408,0.07968929,2026-07-11,18
S_22,51.05,16.89,0.44580925,-0.39351454,0.12158158,2026-07-11,18
S_23,51.07,16.89,0.43941268,-0.36978653,0.101022854,2026-07-11,18
S_24,51.09,16.89,0.45184764,-0.41151875,0.1218402,2026-07-11,18
S_25,51.11,16.89,0.44886336,-0.39248344,0.07209223,2026-07-11,18
S_26,51.03,16.91,0.43958277,-0.4229154,0.15254363,2026-07-11,18
S_27,51.05,16.91,0.4269298,-0.42834714,0.11067641,2026-07-11,18
S_28,51.07,16.91,0.4397844,-0.4351702,0.15426253,2026-07-11,18
S_29,51.09,16.91,0.4337778,-0.40062758,0.11285971,2026-07-11,18
S_3,51.07,16.81,0.43425515,-0.43686008,0.13995011,2026-07-11,18
S_30,51.11,16.91,0.45722774,-0.4017198,0.11400477,2026-07-11,18
S_4,51.09,16.81,0.45253196,-0.4115931,0.14306553,2026-07-11,18
S_5,51.11,16.81,0.49207643,-0.44022822,0.1643826,2026-07-11,18
S_6,51.03,16.83,0.42289326,-0.41868296,0.09612226,2026-07-11,18
S_7,51.05,16.83,0.45154306,-0.39390585,0.117296174,2026-07-11,18
S_8,51.07,16.83,0.439967,-0.41646105,0.083409294,2026-07-11,18
S_9,51.09,16.83,0.44205567,-0.43779796,0.14908317,2026-07-11,18
