ID_mpwik,geometry
872995,POINT (6429754.25 5658742.27)
872997,POINT (6432026.24 5669746.79)
872998,POINT (6423372.65 5669364.5)
872999,POINT (6430250.01 5658825.57)
873001,POINT (6433214.99 5669378.42)
873003,POINT (6433253.98 5664097.41)
873005,POINT (6431816.65 5662257.08)
873006,POINT (6433951.8 5661592.82)
873007,POINT (6430164.84 5658938.61)
873008,POINT (6433724.83 5664557.03)
873010,POINT (6426247.08 5667386.88)
626249,POINT (6422075.83 5667266.61)
196941,POINT (6429059.32 5663804.57)
623433,POINT (6427999.46 5667943.92)
627969,POINT (6431506.84 5669272.94)
199599,POINT (6434685.1 5660776.28)
627971,POINT (6431515.86 5669281.51)
199603,POINT (6422222.33 5664261.03)
199605,POINT (6428011.73 5658901.57)
199607,POINT (6421818.65 5668316.15)
625639,POINT (6427151.83 5664579.18)
195925,POINT (6422457.82 5666997.3)
195933,POINT (6432047.01 5669861.56)
625641,POINT (6427141.39 5664600.87)
625643,POINT (6427183.78 5664556.73)
625645,POINT (6427205.6 5664509.65)
625647,POINT (6435742.49 5657875.08)
623419,POINT (6433920.23 5662787.74)
181297,POINT (6432315.54 5660225.47)
181299,POINT (6431528.73 5662485.93)
181301,POINT (6431509.63 5662513.24)
181303,POINT (6431502.96 5662505.07)
623421,POINT (6433977.62 5662763.56)
623427,POINT (6425548.68 5666189.76)
181323,POINT (6422938.58 5668614.74)
627233,POINT (6424638.54 5665787.03)
196723,POINT (6438726.41 5667278.02)
626147,POINT (6421355.9 5667732.41)
626149,POINT (6421333.27 5667734.97)
626153,POINT (6421347.65 5667727.07)
622833,POINT (6437986.66 5666174.24)
181119,POINT (6428355.11 5662742.2)
181131,POINT (6428636.82 5662588.75)
623319,POINT (6433551.12 5659888.35)
623321,POINT (6431618.56 5661425.31)
199879,POINT (6424709.63 5665938.13)
199889,POINT (6433886.39 5665208.1)
628127,POINT (6425729.01 5669009.09)
199893,POINT (6424718.27 5666001.97)
628135,POINT (6425570.27 5668737.23)
181191,POINT (6425806.87 5663384.34)
181195,POINT (6431313.34 5661591.15)
623365,POINT (6429383.17 5658494.95)
623367,POINT (6429464.99 5658411.1)
621763,POINT (6427030.36 5664702.17)
621767,POINT (6428307.92 5658146.99)
621777,POINT (6428410.44 5658234.76)
621779,POINT (6428516.07 5658255.46)
621781,POINT (6428478.45 5658291.84)
621783,POINT (6428301.18 5658301.08)
621785,POINT (6427725.68 5658301.55)
179091,POINT (6431404.15 5661924.57)
179095,POINT (6431050.75 5661939.05)
621991,POINT (6432557.69 5667918.27)
856253,POINT (6432778.32 5666144.33)
856254,POINT (6432811.09 5666150.06)
856255,POINT (6432847.5 5666160.99)
856256,POINT (6432886.04 5666173.32)
856257,POINT (6432788.1 5666160.62)
856258,POINT (6432820.27 5666170.58)
856259,POINT (6432893.98 5666194.19)
856260,POINT (6432941.22 5666208.83)
856261,POINT (6432947.79 5666193.06)
856262,POINT (6432923.47 5666185.11)
856263,POINT (6433069.42 5666242.78)
856264,POINT (6433030.67 5666226.2)
856265,POINT (6432992.05 5666210.07)
856694,POINT (6430887.81 5665703.59)
856695,POINT (6430829.04 5665777.54)
621997,POINT (6430661.89 5657961.64)
179107,POINT (6435715.59 5663862.47)
627345,POINT (6437691.42 5668955.32)
198635,POINT (6432439.2 5662575.66)
627349,POINT (6421569.63 5664557.55)
627351,POINT (6421999.71 5664185.8)
627353,POINT (6422000.28 5664159.84)
627359,POINT (6426910.03 5666810.26)
627361,POINT (6426898.18 5666846.65)
627363,POINT (6426554.84 5666979.68)
627365,POINT (6426519.16 5666992.77)
198663,POINT (6437090.02 5665778.59)
627837,POINT (6434512.4 5669127.67)
625563,POINT (6431847.33 5668601.5)
625565,POINT (6431912.51 5668536.37)
625571,POINT (6431849.28 5668364.94)
625573,POINT (6431906.39 5668433.31)
625575,POINT (6423883.61 5669590.91)
625577,POINT (6435153.09 5664878.37)
625579,POINT (6435109.97 5664849.02)
625581,POINT (6435124.02 5664868.12)
199623,POINT (6422622.66 5669619.14)
199625,POINT (6422622.2 5669603.07)
627973,POINT (6431754.96 5669401.73)
199635,POINT (6431888.84 5669052.61)
199637,POINT (6422679.26 5669660.28)
199641,POINT (6422711.78 5669574.48)
199643,POINT (6422715.41 5669551.48)
627977,POINT (6431881.26 5669274.27)
199649,POINT (6420523.97 5669104.15)
199147,POINT (6439598.03 5668131.68)
199153,POINT (6423011.67 5668599.1)
199157,POINT (6439488.09 5668107.8)
627703,POINT (6431638.3 5671479.26)
626613,POINT (6424805.17 5665732.24)
840226,POINT (6438539.65 5664142.27)
840228,POINT (6438582.31 5664009.66)
840229,POINT (6438555.62 5663991.65)
181239,POINT (6437520.8 5665459.53)
840230,POINT (6438548.85 5663986.96)
181243,POINT (6437563.03 5665500.59)
181245,POINT (6437689.23 5665560.77)
181247,POINT (6437641.21 5665514.66)
840231,POINT (6438525.48 5663970.55)
840232,POINT (6438521.27 5663967.79)
623395,POINT (6430863.82 5666611.15)
181257,POINT (6437797.58 5665601.87)
623401,POINT (6438783.39 5669192.7)
196757,POINT (6434110.86 5664404.42)
196763,POINT (6435116.73 5664636.89)
626173,POINT (6432397.18 5667818.52)
197475,POINT (6426713.65 5666545.97)
627575,POINT (6431706.36 5668580.14)
198941,POINT (6430821.28 5666282.4)
198947,POINT (6430802.12 5666253.23)
198949,POINT (6430808.18 5666306.44)
627913,POINT (6426285.29 5668624.68)
627915,POINT (6426310.33 5668576.94)
627583,POINT (6423893.82 5673484.53)
627605,POINT (6431115.49 5669288.58)
627607,POINT (6431602.84 5669367.64)
629883,POINT (6427341.7 5664239.72)
191445,POINT (6438895.71 5669950.79)
856697,POINT (6430879.65 5665698.88)
629885,POINT (6427368.58 5664110.78)
625931,POINT (6422365.07 5667486.42)
856696,POINT (6430856.03 5665728.8)
858004,POINT (6433528.39 5658051.32)
858195,POINT (6434821.84 5667674.66)
198021,POINT (6432782.07 5659056.76)
873011,POINT (6424382.43 5665825.41)
626953,POINT (6432617.62 5667064.67)
198035,POINT (6432770.64 5659062.91)
198037,POINT (6432784.76 5659086.97)
626955,POINT (6432536.85 5667035.13)
626959,POINT (6432580.77 5667206.62)
626963,POINT (6433456.13 5667432.33)
198053,POINT (6434820.88 5667528.91)
626971,POINT (6426441.17 5667050.64)
626973,POINT (6426455.36 5667024.92)
873013,POINT (6431607.11 5670860.04)
198079,POINT (6429383.79 5667607.26)
626983,POINT (6425409.53 5669322.58)
873014,POINT (6433529.28 5661525.81)
197829,POINT (6428642.6 5666153.55)
626817,POINT (6421962.67 5667087.69)
873016,POINT (6422796.6 5669675.17)
873017,POINT (6422850.14 5667620.77)
873018,POINT (6431874.95 5670809.96)
873019,POINT (6424445.73 5665818.87)
873020,POINT (6429557.42 5663977.35)
873021,POINT (6438519.52 5669856.94)
873022,POINT (6435926.32 5660034.9)
873023,POINT (6428906.82 5664270.11)
873024,POINT (6438466.58 5669874.54)
873025,POINT (6432199.91 5663060.36)
873026,POINT (6433138.45 5669284.94)
873027,POINT (6431982.6 5669607.86)
873028,POINT (6430284.36 5658818.58)
873029,POINT (6433680.22 5664573.97)
873030,POINT (6423238.28 5669443.1)
873031,POINT (6438211.14 5665901.39)
873032,POINT (6425344 5669737.67)
197845,POINT (6431620.91 5658386.45)
197851,POINT (6435510.43 5659500.45)
626835,POINT (6431957.16 5667416.76)
625925,POINT (6428223.31 5667246.93)
190603,POINT (6420706.69 5668808.97)
629303,POINT (6434864.84 5667616.78)
629305,POINT (6437197.54 5665852.35)
629307,POINT (6437267 5665884.85)
629309,POINT (6437658.88 5665826.9)
191317,POINT (6429254.91 5668368.39)
629791,POINT (6428275.65 5664151.29)
843197,POINT (6431574.49 5665028.25)
629799,POINT (6436345.52 5667791.79)
629803,POINT (6436338.75 5667672.92)
629809,POINT (6436592.79 5667636.24)
629811,POINT (6436602.82 5667614.61)
629815,POINT (6438729.2 5667783.11)
191353,POINT (6431748.1 5668686.08)
629819,POINT (6433973.74 5664821.79)
191357,POINT (6424345.65 5665788.96)
191361,POINT (6424296.81 5665759.13)
192831,POINT (6432518.57 5659758.52)
192833,POINT (6430803.54 5670094.49)
630841,POINT (6428618.2 5664554.65)
630843,POINT (6428671.78 5664645.7)
630845,POINT (6428730.06 5664590.9)
630847,POINT (6428756.88 5664618.23)
630851,POINT (6428728.07 5664661.62)
192851,POINT (6433102.58 5663344.68)
192853,POINT (6428205 5662735.87)
192857,POINT (6430925.27 5664799)
193069,POINT (6433358.57 5661725.63)
194483,POINT (6427470.62 5665138.49)
626429,POINT (6436063.85 5660941.87)
197227,POINT (6437766.26 5668041.67)
197231,POINT (6440186.28 5664612.74)
626431,POINT (6420430.69 5669111.84)
626433,POINT (6420404.55 5669116.88)
626441,POINT (6425094.29 5669626.03)
626443,POINT (6435230.75 5667500.77)
626445,POINT (6422054.66 5667053.56)
626455,POINT (6434703.05 5661866.03)
197267,POINT (6432684.81 5664893.68)
626463,POINT (6441426 5662598.34)
626465,POINT (6441401.83 5662509.71)
631983,POINT (6433627.69 5666039.26)
194885,POINT (6434839.24 5660950.76)
194895,POINT (6429489 5660302.12)
630413,POINT (6431032.7 5666635.61)
630417,POINT (6431748.99 5666557.19)
192181,POINT (6421781.13 5664193.98)
190361,POINT (6439426.63 5669358.41)
190363,POINT (6439467.76 5669386.52)
190369,POINT (6427244.05 5666436.06)
629143,POINT (6429998.06 5665948.47)
629145,POINT (6432365.62 5664753.28)
814771,POINT (6424939.9 5665292.4)
629151,POINT (6432849.09 5664585.71)
629153,POINT (6432734.66 5664585.97)
629155,POINT (6432739.47 5664674.56)
629157,POINT (6434537.7 5667587.59)
629159,POINT (6434553.11 5667608.05)
629161,POINT (6434538.5 5667619.53)
629163,POINT (6436063.72 5667736.05)
629165,POINT (6436070.89 5667750.2)
629167,POINT (6435963.22 5667902.33)
873034,POINT (6427113.38 5664743.97)
629173,POINT (6435983.75 5667868.75)
190409,POINT (6429089.65 5661352.34)
190411,POINT (6427170.86 5662350.95)
629175,POINT (6435557.47 5667686.5)
190415,POINT (6427391.24 5662330.3)
631741,POINT (6434024.11 5666192.23)
873036,POINT (6431679.57 5670822.74)
873037,POINT (6423230.49 5669509.21)
873038,POINT (6424431.47 5665745.83)
873039,POINT (6431868.04 5670819.3)
192065,POINT (6434661.33 5667196.14)
821866,POINT (6431876.98 5657348.54)
630331,POINT (6435765.43 5667195.74)
630333,POINT (6435533.5 5667047.14)
192079,POINT (6426812.3 5668339.43)
873041,POINT (6439770.52 5669700.81)
873042,POINT (6431969.51 5669658.8)
873043,POINT (6423126.44 5669435.57)
873044,POINT (6430468.6 5667391.92)
873045,POINT (6427579.61 5664900.02)
873046,POINT (6425952.56 5667916.16)
873047,POINT (6433175.51 5669337.56)
873048,POINT (6432184.81 5660763.79)
873050,POINT (6439688.65 5670025.91)
873051,POINT (6422008.75 5664055.79)
873053,POINT (6427531 5660990.09)
873054,POINT (6430182.74 5658839.68)
873055,POINT (6423404.2 5669353.66)
873056,POINT (6433131.75 5661436.1)
629217,POINT (6433804.96 5665284.81)
190483,POINT (6430177.67 5662832.56)
629219,POINT (6433716.48 5665334.78)
629221,POINT (6434119.06 5665209.13)
190497,POINT (6432965.54 5663667.09)
190499,POINT (6429227.54 5663271.93)
190501,POINT (6429239.02 5663277.42)
190505,POINT (6430117.21 5662843.08)
629235,POINT (6428128.68 5665796.19)
629239,POINT (6428331.51 5665908.44)
629241,POINT (6428826.76 5665992.44)
629243,POINT (6428207.73 5665732)
629731,POINT (6432144.93 5665649.26)
629733,POINT (6432328.12 5665618.25)
629735,POINT (6432437.99 5665600.84)
629737,POINT (6432247.01 5665580.65)
629739,POINT (6432165.45 5665564.43)
620971,POINT (6437967.37 5669634.31)
188565,POINT (6430415.62 5659699.74)
191363,POINT (6424324.57 5665757.91)
629821,POINT (6434027.82 5664863.68)
629825,POINT (6433974.29 5664807.84)
629829,POINT (6433870.73 5664738.64)
626473,POINT (6433680.04 5661358.83)
629889,POINT (6427425.65 5664182.12)
191457,POINT (6425863.72 5662865.52)
631233,POINT (6430461.09 5666134.07)
631237,POINT (6433186.21 5665110.28)
193545,POINT (6433354.76 5667639.69)
631239,POINT (6433175.87 5665048.04)
631243,POINT (6432728.29 5664338.23)
631245,POINT (6432694.41 5664320.01)
631247,POINT (6432744.47 5664413.93)
631249,POINT (6432132.77 5664047.1)
631251,POINT (6432298.09 5663998.57)
631253,POINT (6432321.29 5664004.85)
193583,POINT (6439918.5 5664036.65)
193587,POINT (6438068.02 5663364.08)
631255,POINT (6432584.25 5664009.05)
193593,POINT (6432162.52 5662654.48)
631257,POINT (6432797.4 5664095.73)
631259,POINT (6432712.54 5664097.72)
197279,POINT (6426754.21 5666533.59)
626467,POINT (6441293.3 5662367.71)
626471,POINT (6436493.15 5667751.19)
197287,POINT (6426358.34 5667383.13)
197289,POINT (6426362.89 5667389.35)
193501,POINT (6433524.33 5661666.05)
193503,POINT (6433633.95 5661698.96)
625433,POINT (6426063.38 5662975.25)
630863,POINT (6431377.18 5664096.01)
192881,POINT (6426066.03 5663966.52)
630865,POINT (6431358.7 5664159.67)
192885,POINT (6432314.29 5664454.68)
629103,POINT (6436562.28 5665201.21)
629105,POINT (6436274.15 5665146.26)
629107,POINT (6429163.01 5665810.4)
190307,POINT (6429845.32 5660678.99)
190309,POINT (6429856.71 5660702.19)
629109,POINT (6429174.15 5665802.35)
629111,POINT (6429672.75 5665833.41)
629113,POINT (6429649.97 5665877.55)
190329,POINT (6423766.7 5669919.9)
190331,POINT (6438258.47 5669003.78)
858234,POINT (6430612.79 5664861.74)
858387,POINT (6431452.79 5668321.88)
629119,POINT (6429225.93 5665739.83)
629121,POINT (6429239.51 5665762.11)
629127,POINT (6429679.5 5665542.03)
191051,POINT (6429970.3 5664240.8)
629615,POINT (6427277.68 5664222.14)
629617,POINT (6427222.93 5664210.5)
625297,POINT (6429418.16 5665218.02)
625299,POINT (6429397.72 5665244.52)
630911,POINT (6428893.84 5664801.02)
632011,POINT (6427797.35 5665956.27)
632013,POINT (6427995.57 5665941.02)
632015,POINT (6428086.71 5665898.7)
193957,POINT (6432808.02 5664921.06)
631483,POINT (6436490.13 5666414.76)
631391,POINT (6432248.45 5666428.29)
631393,POINT (6432654.08 5666465.39)
631395,POINT (6432679.19 5666475.15)
631397,POINT (6429946.53 5664629.72)
193833,POINT (6427040.29 5667868.05)
193837,POINT (6427069.56 5667911.07)
631399,POINT (6430026.88 5664610.38)
631401,POINT (6429943 5664687.88)
193843,POINT (6427557.39 5667693.88)
193845,POINT (6427558.81 5667775.77)
631403,POINT (6430158.68 5664681.25)
631405,POINT (6430272.4 5664576.19)
193851,POINT (6427682.97 5667770.64)
631407,POINT (6430225.27 5664626.53)
631409,POINT (6430227.65 5664611.18)
631415,POINT (6430442.51 5664585.93)
631419,POINT (6438101.33 5668504.2)
631367,POINT (6435519.66 5665911.26)
631675,POINT (6431856.52 5666326.9)
194313,POINT (6424959.56 5669759.04)
825671,POINT (6438494.91 5665476.06)
620973,POINT (6429921.34 5663551.66)
620975,POINT (6431648.67 5663358.35)
620977,POINT (6434796.09 5660730.7)
825672,POINT (6438509.01 5665373.6)
617987,POINT (6432592.19 5658658.98)
617989,POINT (6432611.79 5658627.96)
617991,POINT (6424962.06 5669822.36)
617993,POINT (6425107.06 5669834.05)
628725,POINT (6420622.17 5668355.57)
625435,POINT (6425475.19 5663005.29)
625437,POINT (6421225.21 5670120.65)
195589,POINT (6421776.96 5667700.29)
625439,POINT (6427071.55 5660873.3)
625441,POINT (6432077.38 5666311.92)
625443,POINT (6431957.11 5666305.64)
195599,POINT (6421782.57 5667688)
625445,POINT (6431980.29 5666287.67)
625447,POINT (6431964.47 5666311.67)
625449,POINT (6432688.21 5666243.07)
625455,POINT (6428708.29 5659673.62)
625457,POINT (6428654.54 5659371.26)
625893,POINT (6432471.84 5668372.02)
625895,POINT (6432475.09 5668364.96)
193599,POINT (6436407.04 5663086.58)
631261,POINT (6432671.89 5664007.12)
194187,POINT (6429452.62 5664428.45)
172453,POINT (6428340.22 5660326.21)
172463,POINT (6429452.84 5658894.12)
617983,POINT (6432567.65 5658644.94)
615925,POINT (6429391.45 5660116.99)
169289,POINT (6435021.66 5669046.4)
633841,POINT (6426976.11 5662905.72)
209759,POINT (6427928.28 5664958.26)
633843,POINT (6430905.55 5662447.9)
633845,POINT (6431255.54 5662380)
209769,POINT (6427294.56 5664721.62)
633849,POINT (6431055.72 5662321.88)
633853,POINT (6431167.7 5662389.68)
633855,POINT (6430718.62 5662104.2)
633857,POINT (6431197.77 5662219.18)
633859,POINT (6430949.71 5662226.39)
209791,POINT (6427355.05 5664678.74)
633559,POINT (6432233.69 5663331.58)
634731,POINT (6428216.68 5662792.64)
634733,POINT (6428334.42 5662871.48)
211649,POINT (6432667.89 5666990.02)
634737,POINT (6428223.96 5662821.44)
634739,POINT (6428732.93 5662913.69)
634741,POINT (6428749.83 5662916.67)
634743,POINT (6428772.89 5662918.6)
629623,POINT (6438862.65 5667481.02)
170069,POINT (6429138.55 5661494.94)
170071,POINT (6428452.36 5660387.98)
616393,POINT (6430318.41 5660044.95)
170079,POINT (6428575.17 5661262.49)
616399,POINT (6430455.45 5660455.87)
616401,POINT (6430620.76 5660254.33)
618713,POINT (6428325.05 5665250)
618715,POINT (6429855.61 5664488.4)
618717,POINT (6430153.74 5664452.03)
618719,POINT (6430088.64 5664097.67)
632843,POINT (6433616.6 5661644.7)
208189,POINT (6438608.47 5668664.34)
633215,POINT (6426492.09 5663785.53)
633217,POINT (6426509.72 5663566.03)
208203,POINT (6438565.24 5668443.29)
630551,POINT (6431250.53 5666522.01)
630553,POINT (6430910.79 5666706.81)
630555,POINT (6431408.27 5666912.33)
630557,POINT (6431545.51 5666982.43)
630561,POINT (6432791.68 5665221.92)
630563,POINT (6433169.25 5665342.69)
630567,POINT (6433229.75 5665429.08)
630569,POINT (6433049.84 5665272.16)
630571,POINT (6433349.46 5665436.34)
630573,POINT (6433059.35 5665149.36)
185519,POINT (6429670.56 5660165.83)
620709,POINT (6438398.45 5669449.22)
620651,POINT (6423154.6 5671110.67)
620937,POINT (6426410.12 5660676.35)
188505,POINT (6433253.33 5663843.84)
872940,POINT (6434591.42 5661766.11)
872941,POINT (6440129.6 5664232.38)
872942,POINT (6438224.11 5665852.97)
872943,POINT (6430639.45 5663643.64)
872944,POINT (6430071.64 5658883.33)
197079,POINT (6431422.99 5666322.5)
872945,POINT (6431364.51 5662542.45)
872946,POINT (6421906.68 5668219.8)
192689,POINT (6428537.27 5665396)
630755,POINT (6434415.03 5666765.51)
630757,POINT (6434382.98 5666777.53)
872948,POINT (6434494.6 5661919.12)
872949,POINT (6432201.55 5669653.67)
872951,POINT (6430210.01 5658854.68)
872954,POINT (6433188.75 5669121.99)
872955,POINT (6434560.27 5661794.22)
872956,POINT (6440117.94 5664188.38)
872957,POINT (6438606.53 5667853.84)
872958,POINT (6435898.08 5660030.25)
872959,POINT (6438657.52 5667920.9)
872960,POINT (6425455.54 5662845.07)
872961,POINT (6430621.83 5664542.71)
872962,POINT (6429434.35 5659711.45)
872963,POINT (6423615.86 5670156.37)
872964,POINT (6430335.13 5660116.97)
630759,POINT (6434389.28 5666770.72)
192699,POINT (6438409.75 5668310.17)
192701,POINT (6438400.35 5668332.59)
192703,POINT (6438409.29 5668341.34)
192705,POINT (6434312.13 5667822.94)
192709,POINT (6428701.17 5665408.88)
192713,POINT (6438445 5668325.24)
192715,POINT (6434356.06 5667736.74)
630771,POINT (6434515.31 5666934.38)
625905,POINT (6422389.04 5667008.92)
625907,POINT (6422396.2 5667033.83)
625917,POINT (6428844.77 5668688.11)
625919,POINT (6428914.2 5668575.95)
625923,POINT (6437998.42 5665528.11)
196809,POINT (6426933.12 5667887.35)
196811,POINT (6421414.83 5668431.22)
623379,POINT (6422185.16 5668654.88)
181221,POINT (6432821.68 5665669.06)
623383,POINT (6435026.91 5666986)
627163,POINT (6438990.54 5670190.11)
627175,POINT (6425704.84 5667336.88)
198417,POINT (6432415.76 5659872.95)
191625,POINT (6439373.96 5668321.03)
191631,POINT (6439420.42 5668316.71)
191633,POINT (6431096.08 5665173.62)
630021,POINT (6435636.62 5667630.82)
191637,POINT (6439406.16 5668258.12)
191639,POINT (6420678.04 5665799.56)
191641,POINT (6439380.21 5668258.47)
191643,POINT (6439368.63 5668266.64)
630023,POINT (6434452.75 5665123.48)
191647,POINT (6426252.5 5669170.05)
191649,POINT (6420675.09 5665769.44)
630025,POINT (6434151.67 5665181.03)
191653,POINT (6427547.75 5660563.59)
191655,POINT (6432061.59 5661625.02)
630027,POINT (6434419.67 5665123.76)
630029,POINT (6434605.54 5665233.46)
630915,POINT (6429343.09 5664847.75)
630917,POINT (6429344.28 5664833.14)
630919,POINT (6429352.74 5664822.07)
630923,POINT (6429168.92 5664735.59)
630769,POINT (6434207.15 5666646.62)
630927,POINT (6429226.31 5664520.92)
192995,POINT (6428806.84 5665437.39)
630935,POINT (6432482.59 5664459.29)
630937,POINT (6436827.89 5666485)
193017,POINT (6439798.43 5668160.15)
630947,POINT (6433741.44 5666385.73)
630949,POINT (6433952.36 5666351)
630951,POINT (6433939.24 5666333.14)
630953,POINT (6432181.72 5664261.7)
630575,POINT (6430038.61 5664386.06)
630577,POINT (6429984 5664497.09)
630579,POINT (6430014.89 5664181.43)
630581,POINT (6430041.61 5664220.97)
630583,POINT (6429982.31 5664071.19)
630585,POINT (6430184.81 5664155.43)
192439,POINT (6429259.34 5665276.2)
630589,POINT (6430163.98 5664246.36)
630591,POINT (6430164.08 5664216.9)
630593,POINT (6430159.85 5664059.67)
630595,POINT (6430452.29 5664083.75)
631745,POINT (6434316.14 5666069.71)
631753,POINT (6435850.56 5665953.69)
631755,POINT (6435887.86 5666012.79)
631765,POINT (6433584.69 5666084.94)
631767,POINT (6433697.52 5666093.35)
631771,POINT (6425745.83 5665627.19)
631773,POINT (6426077.3 5665636.65)
631779,POINT (6428914.62 5664739.23)
631781,POINT (6428932.54 5664751.25)
631783,POINT (6429671.16 5664565.66)
630777,POINT (6427650.51 5666500.14)
192737,POINT (6423895.8 5669189.09)
630783,POINT (6428433.9 5666354.37)
846417,POINT (6435414.35 5658683.59)
846418,POINT (6435426.92 5658720.67)
846419,POINT (6435408.6 5658721.9)
630785,POINT (6428818.94 5666476.15)
630789,POINT (6427993.84 5666148.32)
630791,POINT (6427982.27 5666121.72)
630419,POINT (6432652.29 5665319.67)
630421,POINT (6432790.61 5665304.46)
630423,POINT (6432762.23 5665243.24)
630425,POINT (6432518.41 5665183.67)
630427,POINT (6423345.26 5671607.57)
630429,POINT (6429992.46 5664435.56)
189731,POINT (6440406.13 5663693.27)
628751,POINT (6433073.84 5669360.74)
189743,POINT (6423219.28 5666443.58)
189759,POINT (6432927.39 5662998.27)
189763,POINT (6439030.95 5664642.48)
628773,POINT (6420644.2 5667549.08)
198429,POINT (6434160.98 5664169.86)
627193,POINT (6431667.61 5667295.54)
627195,POINT (6431652.81 5667311.46)
198443,POINT (6433896.12 5662828.78)
627205,POINT (6432170.15 5667443.4)
627211,POINT (6439346.34 5669878.61)
627213,POINT (6439110.93 5669812.15)
617687,POINT (6425076.69 5669802.36)
617689,POINT (6425083.95 5669789.23)
617693,POINT (6425063.97 5669810.61)
614957,POINT (6430709.8 5660166.75)
167719,POINT (6431111.88 5657993.34)
167727,POINT (6426420.69 5668327.61)
615463,POINT (6428377.2 5659017.37)
168531,POINT (6430409.47 5664570.5)
630955,POINT (6432218.94 5664400.12)
630957,POINT (6432377.91 5664242.21)
193035,POINT (6432476.76 5659154.24)
630961,POINT (6432156.2 5664356.87)
193045,POINT (6433533.01 5661771.7)
630965,POINT (6428459.95 5666102.18)
630967,POINT (6428462.3 5666106.19)
630969,POINT (6428692.5 5666269.5)
630973,POINT (6428551.32 5666101.85)
193061,POINT (6432946.53 5660633.54)
193065,POINT (6433570.76 5661772.89)
631527,POINT (6429759.77 5664853.1)
194073,POINT (6428835.08 5666033.09)
626857,POINT (6438801.37 5669618.1)
197891,POINT (6434271.61 5662294.94)
197901,POINT (6434425.19 5662172.35)
626869,POINT (6438865.85 5669584.17)
626871,POINT (6438868.09 5669562.93)
626875,POINT (6438919.8 5669533.78)
195537,POINT (6428549.33 5666498.66)
625407,POINT (6431343.35 5658868.71)
625409,POINT (6433932.63 5661195.1)
625411,POINT (6433959.89 5661201.13)
194553,POINT (6430391.31 5664884.04)
631785,POINT (6429541.29 5664650.54)
631787,POINT (6429844.52 5664774.9)
631789,POINT (6430073.63 5664898.74)
631791,POINT (6429929.56 5664881.09)
632025,POINT (6434670.65 5667958.74)
189693,POINT (6435551.28 5666749.19)
628731,POINT (6421095.17 5668291.7)
628733,POINT (6421282.13 5668276.31)
192889,POINT (6432278.56 5664481.11)
630871,POINT (6429235.14 5664778.67)
192899,POINT (6426038.73 5663864.96)
630211,POINT (6427899.75 5664435.75)
630881,POINT (6432346.39 5664278.61)
630883,POINT (6436537.39 5666543.68)
630885,POINT (6436519.59 5666527.55)
192917,POINT (6426253.64 5664012.3)
192927,POINT (6426155.99 5663941.56)
192929,POINT (6426135.89 5663947.17)
630899,POINT (6433781.37 5666411.17)
630901,POINT (6433749.05 5666360.89)
630903,POINT (6433748.96 5666356.26)
192939,POINT (6426128.25 5663984.58)
630905,POINT (6432000.31 5664181.17)
192943,POINT (6426202.28 5663963.87)
192945,POINT (6426189.43 5663967.38)
630907,POINT (6429169.68 5664884.65)
628781,POINT (6427478.45 5667913.37)
628783,POINT (6427462.67 5667960.03)
628785,POINT (6427502.33 5667817.27)
628789,POINT (6427350.55 5667867.77)
628791,POINT (6427433.02 5667838.8)
628793,POINT (6427792.86 5667962.83)
902445,POINT (6432196.06 5658500.93)
902446,POINT (6432189.16 5658495.2)
902447,POINT (6432189.32 5658503.44)
195623,POINT (6432438.6 5666530.12)
193963,POINT (6434217.6 5664482.61)
902486,POINT (6432023.9 5658352.82)
193971,POINT (6434856.52 5660848.05)
193973,POINT (6434871.61 5660848.26)
193979,POINT (6434960.81 5660873.61)
902487,POINT (6432027.11 5658352.86)
631491,POINT (6436819.73 5666099.23)
631493,POINT (6436893.16 5666148.86)
631495,POINT (6436818.01 5666132.77)
902488,POINT (6432027.13 5658355.2)
902489,POINT (6432055.53 5658355.06)
194005,POINT (6429353.74 5664524.32)
194007,POINT (6429413.56 5664529.06)
631511,POINT (6433639.63 5665991.75)
902490,POINT (6432059 5658352.82)
856223,POINT (6423268.25 5664413.35)
856224,POINT (6423438.31 5664377.16)
856225,POINT (6423439.88 5664386.22)
856250,POINT (6435700.21 5667438.54)
856449,POINT (6435832.95 5658651.43)
856450,POINT (6435828.1 5658646.91)
856575,POINT (6432097.15 5666270.69)
856577,POINT (6431992.13 5666303.19)
856660,POINT (6438520.27 5664710.87)
856661,POINT (6438546.2 5664708.81)
856662,POINT (6438545.42 5664695.95)
168551,POINT (6426021.83 5668855.23)
168557,POINT (6431972.87 5658559.88)
168563,POINT (6427245.42 5661512.6)
168567,POINT (6432557.55 5666590.25)
168573,POINT (6439214.56 5669445.62)
626631,POINT (6426614.15 5667142.55)
197553,POINT (6431680.21 5658589.14)
197557,POINT (6429017.35 5658409.39)
626635,POINT (6426599.28 5667234.06)
626637,POINT (6426539.05 5667234.41)
626639,POINT (6426843.71 5667234.7)
625191,POINT (6429567.12 5662022.86)
195189,POINT (6426392.23 5668329.87)
195191,POINT (6427226.97 5667995)
625195,POINT (6421084.94 5670415.11)
625197,POINT (6421089.07 5670295.48)
195197,POINT (6427310.59 5667902.71)
195205,POINT (6427289.4 5667913.51)
625205,POINT (6427625.33 5660011.3)
625211,POINT (6434227.47 5658072.79)
625213,POINT (6434131.39 5658056.07)
