SYMBOL_ROWU,RODZAJ_KOD,ZARUR_SREDNICA,ID_mpwik,Shape_Length,geometry
O-25.2i,1.0,,586,22.11326525019052,"MULTILINESTRING ((6419849.29 5671901.33, 6419840.27 5671881.14))"
,1.0,,587,26.947914576034936,"MULTILINESTRING ((6420110.68 5672013.05, 6420116.73 5672039.31))"
,1.0,,588,179.95042899740056,"MULTILINESTRING ((6419511.49 5671756.78, 6419527.12 5671694.18, 6419562.5 5671693, 6419587.26 5671688.57, 6419579.4 5671634.26))"
,1.0,,589,105.76282816106935,"MULTILINESTRING ((6419448.61 5671858.62, 6419458.93 5671837.24, 6419468.96 5671811.37, 6419475.41 5671798.42, 6419496.68 5671764.77))"
O-25.2k,1.0,,590,87.78344547810319,"MULTILINESTRING ((6419721.7 5671717.17, 6419697.32 5671632.84))"
,1.0,,591,205.2761725347906,"MULTILINESTRING ((6419370.48 5671732.87, 6419395.91 5671741.31, 6419413.05 5671746.82, 6419434.07 5671752.8, 6419456.99 5671758.71, 6419484.12 5671762.33, 6419542.71 5671768.37, 6419556.34 5671766.63, 6419569.8 5671760.14))"
,1.0,,592,204.90178088885477,"MULTILINESTRING ((6419370.4 5671725.97, 6419407.38 5671737.83, 6419438.78 5671747.25, 6419458.06 5671752.34, 6419542.4 5671761.67, 6419555.54 5671759.7, 6419569.05 5671752.73))"
O-25.2,1.0,,593,32.93979488441164,"MULTILINESTRING ((6419690.15 5671727.09, 6419710.33 5671722.62, 6419721.92 5671718.59))"
O-25.2,1.0,,594,20.399430612897874,"MULTILINESTRING ((6419750.13 5671712.72, 6419756.97 5671712.04, 6419770.29 5671714.39))"
B-21.8,1.0,,714,258.7408787610006,"MULTILINESTRING ((6421064.1 5671116.31, 6421073.01 5671149.22, 6421083.19 5671188.51, 6421101.14 5671254.18, 6421113.65 5671296.98, 6421129.79 5671352.41, 6421133.65 5671365.51))"
O-25.1.6b,1.0,,715,159.4287515028339,"MULTILINESTRING ((6420976.41 5671360.07, 6420987.98 5671331.78, 6420994.51 5671320.87, 6421011.07 5671295.22, 6421024.67 5671274.92, 6421037.15 5671257.37, 6421066.97 5671231.24))"
O-25.1.6,1.0,,716,10.61788114512951,"MULTILINESTRING ((6420966.06 5671357.7, 6420976.41 5671360.07))"
O-25.1,1.0,,717,118.24686076649724,"MULTILINESTRING ((6421038 5671116.62, 6421045.82 5671144.55, 6421057.79 5671189.65, 6421066.97 5671231.23))"
B-21.9,1.0,,718,30.94086779620205,"MULTILINESTRING ((6421316.61 5671363.27, 6421315.79 5671332.34))"
B-21.9,1.0,,719,50.408229487181856,"MULTILINESTRING ((6421315.79 5671332.34, 6421365.69 5671325.2))"
