SYMBOL_ROWU,RODZAJ_KOD,ZARUR_SREDNICA,ID_mpwik,Shape_Length,geometry
,1.0,,3956,57.294767545131926,"MULTILINESTRING ((6427497.87 5674055.03, 6427497.49 5674056.75, 6427496.84 5674057.65, 6427492.27 5674062.86, 6427487.26 5674068.64, 6427485.62 5674070.54, 6427479.8 5674077.32, 6427478.37 5674078.99, 6427474.29 5674083.73, 6427471.27 5674087.22, 6427467.3 5674091.83, 6427461.27 5674098.84))"
,1.0,,3957,15.563730272781855,"MULTILINESTRING ((6427692.7 5674036.41, 6427704.49 5674046.57))"
,1.0,,3958,33.12445855885102,"MULTILINESTRING ((6427822.48 5674151.96, 6427821.09 5674153.56, 6427821.02 5674153.63, 6427813.85 5674161.87, 6427809.64 5674166.63, 6427800.59 5674176.82))"
,1.0,,3959,86.14306765158668,"MULTILINESTRING ((6427901.07 5674219.68, 6427900.1 5674221.04, 6427900.06 5674221.09, 6427892.14 5674229.89, 6427878.58 5674244.84, 6427876.34 5674247.33, 6427868.06 5674256.54, 6427865.29 5674259.73, 6427862.47 5674263.06, 6427859.68 5674266.45, 6427844.47 5674284.59))"
,1.0,,3960,94.96197093806347,"MULTILINESTRING ((6427863.26 5674187.34, 6427860.14 5674190.94, 6427853.5 5674198.69, 6427852.63 5674199.73, 6427839.32 5674215.2, 6427838.25 5674216.46, 6427831.03 5674224.99, 6427827.87 5674228.7, 6427819.36 5674238.58, 6427817.1 5674241.22, 6427809.02 5674250.63, 6427808.16 5674251.64, 6427801.59 5674259.55))"
,1.0,,3961,24.063272449723947,"MULTILINESTRING ((6427912.01 5674283.77, 6427916.87 5674278.14, 6427925.18 5674263.74))"
,1.0,,3962,78.38647657250637,"MULTILINESTRING ((6427800.02 5674129.82, 6427801.29 5674130.94, 6427812.47 5674140.89, 6427822.35 5674149.74, 6427823.81 5674151.24, 6427824.7 5674152.11, 6427831.04 5674157.47, 6427840.48 5674165.53, 6427858.88 5674181.57))"
,1.0,,3963,93.88562249478642,"MULTILINESTRING ((6427869.31 5674190.67, 6427874.47 5674195.11, 6427888.09 5674206.77, 6427900.44 5674217.36, 6427902.06 5674218.87, 6427903.43 5674220.13, 6427906.78 5674223.07, 6427916.17 5674231.29, 6427933.17 5674246.15, 6427933.54 5674247.58, 6427932 5674249.9, 6427929.78 5674254.41))"
,1.0,,4307,212.39224734638353,"MULTILINESTRING ((6429661.6 5670292.91, 6429660.37 5670292.8, 6429651.51 5670291.82, 6429650.05 5670291.66, 6429633.51 5670289.86, 6429631.54 5670289.65, 6429620.09 5670288.41, 6429611.02 5670287.48, 6429603.34 5670286.68, 6429590.56 5670285.32, 6429587.22 5670284.96, 6429573.57 5670283.47, 6429565.98 5670282.62, 6429565.19 5670282.53, 6429553.76 5670281.27, 6429547.06 5670280.59, 6429545.94 5670280.47, 6429538.7 5670279.59, 6429535.62 5670279.22, 6429522.07 5670277.64, 6429513.39 5670276.67, 6429505.4 5670275.8, 6429494.38 5670274.64, 6429488.59 5670274.03, 6429481.46 5670273.29, 6429470.36 5670272.08, 6429465.59 5670271.57, 6429457.45 5670270.7, 6429455.03 5670270.45, 6429450.44 5670270.11))"
,1.0,,4308,256.7511305824246,"MULTILINESTRING ((6429644.8 5670262.57, 6429648.42 5670267.18, 6429651.42 5670271.03, 6429655.36 5670276.17, 6429656.16 5670277.27, 6429656.48 5670277.88, 6429656.98 5670279.17, 6429657.57 5670280.31, 6429658.67 5670283.08, 6429660.59 5670287.68, 6429662.21 5670291.86, 6429662.74 5670293.2, 6429662.79 5670293.34, 6429663.99 5670297.17, 6429664.1 5670298.65, 6429663.38 5670307.63, 6429662.91 5670313.21, 6429662.38 5670319.59, 6429661.99 5670324.11, 6429661.66 5670328.04, 6429660.69 5670340.08, 6429660.65 5670340.53, 6429659.77 5670349.52, 6429659.43 5670352.67, 6429658.71 5670359.69, 6429658.33 5670363.57, 6429657.48 5670372.56, 6429657.41 5670373.2, 6429656.06 5670383.73, 6429655.55 5670387.51, 6429654.77 5670393.49, 6429653.34 5670404.3, 6429652.91 5670407.65, 6429651.46 5670418.93, 6429650.6 5670425.63, 6429650.16 5670429.01, 6429649.1 5670437.73, 6429648.7 5670440.92, 6429647.66 5670449.16, 6429647.34 5670451.47, 6429647.27 5670452.26, 6429647.23 5670452.93, 6429646.62 5670459.05, 6429645.9 5670465.76, 6429645.32 5670470.89, 6429644.45 5670479.85, 6429643.19 5670491.12, 6429642.89 5670493.93, 6429641.72 5670504.76, 6429641.35 5670508.22, 6429640.98 5670511.59, 6429640.87 5670512.64))"
,1.0,,4309,55.26863502478728,"MULTILINESTRING ((6429725.56 5670261.59, 6429726.42 5670265.52, 6429728.54 5670275.05, 6429737.65 5670315.52))"
,1.0,,4310,96.42962902369538,"MULTILINESTRING ((6429682.81 5670512.13, 6429683.16 5670508.95, 6429684.58 5670496.73, 6429685 5670492.99, 6429686.26 5670480.64, 6429687.23 5670472.01, 6429687.82 5670466.93, 6429689.6 5670450.57, 6429690.11 5670445.92, 6429691.74 5670431.47, 6429692.18 5670427.52, 6429693.45 5670416.29))"
,1.0,,4311,98.45150301968958,"MULTILINESTRING ((6429646.05 5670452.09, 6429634.9 5670451.02, 6429630.38 5670450.59, 6429619.44 5670449.56, 6429616.57 5670449.29, 6429604.5 5670448.14, 6429599.55 5670447.65, 6429590.48 5670446.74, 6429586.08 5670446.32, 6429571.74 5670445.02, 6429571.11 5670444.96, 6429556.03 5670443.53, 6429555.6 5670443.49, 6429548.04 5670442.78))"
,1.0,,4312,134.77038481507816,"MULTILINESTRING ((6429655.73 5670373.89, 6429634.13 5670371.19, 6429615.58 5670368.99, 6429601.02 5670367.35, 6429594.3 5670366.62, 6429565.25 5670363.74, 6429553.38 5670362.55, 6429532.88 5670360.51, 6429521.74 5670359.48))"
N-2.8.1,1.0,,13751,78.44454413922013,"MULTILINESTRING ((6425951.65 5673165.56, 6425953.44 5673174.47, 6425953.44 5673175.25, 6425948.81 5673202.6, 6425943.41 5673234.96, 6425937.92 5673240.82))"
Okn-1,1.0,,13759,159.09099708580857,"MULTILINESTRING ((6436750.97 5666553.04, 6436748.35 5666552.04, 6436736.39 5666551.56, 6436727.68 5666552.43, 6436722.32 5666553.89, 6436700.35 5666564.2, 6436694.2 5666567.09, 6436668.22 5666579.28, 6436661.9 5666582.25, 6436645.03 5666590.17, 6436628.86 5666597.74, 6436619.91 5666601.92, 6436607.04 5666608.08, 6436604.73 5666609.33))"
,1.0,,4315,96.49909472449733,"MULTILINESTRING ((6429231.87 5670267.57, 6429187.02 5670188.94, 6429186.38 5670187.64, 6429186.32 5670187.47, 6429186.17 5670186.04, 6429186.14 5670183.13))"
,1.0,,4316,133.11423392722025,"MULTILINESTRING ((6429310.68 5670266.61, 6429305.42 5670257.12, 6429303.3 5670253.36, 6429290.57 5670230.95, 6429245.05 5670150.8))"
,1.0,,4318,172.28044262240138,"MULTILINESTRING ((6429040.23 5670126.67, 6429043.49 5670127.16, 6429044.29 5670127.23, 6429076.93 5670128.39, 6429079.58 5670128.47, 6429081.27 5670128.53, 6429087.72 5670128.78, 6429087.79 5670128.78, 6429099.62 5670128.97, 6429099.98 5670128.97, 6429109.26 5670128.45, 6429109.35 5670128.43, 6429119.65 5670124.4, 6429120.93 5670123.81, 6429130.91 5670118.74, 6429131.1 5670118.61, 6429143.84 5670107.18, 6429144.23 5670107.1, 6429154.85 5670110.11, 6429193.42 5670122.87, 6429193.59 5670122.92, 6429202.89 5670126.09))"
,1.0,,4319,189.48349218755985,"MULTILINESTRING ((6428950.76 5670043.12, 6428956.34 5670054.06, 6428956.54 5670054.38, 6428959.83 5670058.97, 6428964.46 5670063.5, 6428965.1 5670064.09, 6428972.65 5670070.62, 6429000.19 5670094.29, 6429000.31 5670094.38, 6429022.59 5670113.13, 6429036.93 5670125.24, 6429038.28 5670126.19, 6429038.39 5670126.28, 6429039.43 5670127.35, 6429040.54 5670128.56, 6429041.55 5670129.89, 6429049.8 5670143.18, 6429056.14 5670153.45, 6429056.52 5670154.07, 6429060.74 5670161.02, 6429061.36 5670162.09, 6429061.81 5670162.86, 6429071.79 5670179.18, 6429074.41 5670183.52))"
,1.0,,4320,36.55496271782573,"MULTILINESTRING ((6429060.41 5670162.45, 6429058.84 5670163.4, 6429029.09 5670181.3))"
,1.0,,4321,59.03199556188311,"MULTILINESTRING ((6429351.29 5670084.45, 6429300.55 5670114.62))"
I-2.4,1.0,,4322,156.83580757891988,"MULTILINESTRING ((6428951.5 5670104.31, 6428955.17 5670106.05, 6428958.55 5670107.8, 6428958.65 5670107.89, 6428962.25 5670112.54, 6428963.39 5670114.17, 6428964.47 5670115.97, 6428981.98 5670148.2, 6428982.1 5670148.49, 6428982.48 5670149.84, 6428995.18 5670208.57, 6428995.37 5670209.04, 6428996.02 5670210.07, 6429016.81 5670242.66))"
,1.0,,4323,151.4259999976688,"MULTILINESTRING ((6429628.48 5670248.23, 6429627.28 5670247.82, 6429617.06 5670246.73, 6429615.28 5670246.52, 6429599.94 5670244.71, 6429598.5 5670244.54, 6429579.73 5670242.29, 6429578.26 5670242.13, 6429557.83 5670239.74, 6429556.72 5670239.61, 6429536.48 5670237.33, 6429535.7 5670237.25, 6429517.91 5670235.21, 6429511.96 5670234.54, 6429493.41 5670232.47, 6429483.6 5670231.38, 6429478.09 5670230.81))"
,1.0,,4326,67.9501221897208,"MULTILINESTRING ((6429397.39 5670063.47, 6429424.65 5670109.42, 6429432.11 5670121.88))"
,1.0,,4634,17.417917509259066,"MULTILINESTRING ((6425906.19 5668222.28, 6425901.29 5668236.04, 6425900.15 5668238.61))"
,1.0,,4636,44.44780432077323,"MULTILINESTRING ((6429272.16 5668516.93, 6429268.87 5668507.63, 6429268.53 5668506.64, 6429257.79 5668474.87))"
O-10.11,1.0,,4637,42.87922789962612,"MULTILINESTRING ((6428946.11 5668478.07, 6428945 5668491.62, 6428944.88 5668494.07, 6428944.66 5668520.9))"
O-10.11,1.0,,4638,100.2292107077858,"MULTILINESTRING ((6429000.34 5668387.1, 6428988.43 5668405.94, 6428988.4 5668405.99, 6428975.74 5668426.39, 6428971.32 5668433.57, 6428957.5 5668456.07, 6428951.77 5668465.63, 6428949.02 5668470.38, 6428947.91 5668472.51))"
O-10.11,1.0,,4639,40.6700984143254,"MULTILINESTRING ((6429075.55 5668269.29, 6429068.48 5668281.17, 6429054.26 5668303.94))"
O-10.14,1.0,,4640,25.066220139089545,"MULTILINESTRING ((6428960.56 5668472.92, 6428965.75 5668463.75, 6428965.85 5668463.58, 6428973.24 5668451.3))"
O-10.14,1.0,,4641,120.02377803958639,"MULTILINESTRING ((6429045.87 5668337.07, 6429041.2 5668344.78, 6429040.31 5668346.23, 6429016.3 5668383.88, 6429015.68 5668384.87, 6428995.55 5668416.83, 6428995.4 5668417.06, 6428987.43 5668429.66, 6428986.39 5668431.27, 6428981.6 5668438.43))"
O-10.14,1.0,,4642,4.146950687060008,"MULTILINESTRING ((6429089.42 5668269.12, 6429087.26 5668272.66))"
N-2.8.11,1.0,,4643,51.35701412707806,"MULTILINESTRING ((6429279.76 5668330.11, 6429329.99 5668319.41))"
,1.0,,4644,22.926302984346627,"MULTILINESTRING ((6429330.97 5668401.04, 6429325.81 5668384.31, 6429326.09 5668383.84, 6429330.75 5668382.42))"
N-2.8.11,1.0,,4650,29.345304564592965,"MULTILINESTRING ((6429415.92 5668294.5, 6429414.29 5668265.2))"
,1.0,,4651,40.444437194927275,"MULTILINESTRING ((6429330.75 5668382.42, 6429369.45 5668370.67))"
,1.0,,4652,120.00590461115252,"MULTILINESTRING ((6429366.06 5668515.8, 6429362.42 5668503.91, 6429356.52 5668484.36, 6429350.85 5668466.17, 6429350.74 5668465.81, 6429345.62 5668448.6, 6429336.12 5668417.71, 6429330.97 5668401.04))"
N-2.8.11,1.0,,4656,22.847750436174216,"MULTILINESTRING ((6429329.99 5668319.41, 6429352.33 5668314.62))"
O-10.14,1.0,,4657,18.17264152465597,"MULTILINESTRING ((6429099.02 5668253.69, 6429089.42 5668269.12))"
O-10.11,1.0,,4658,2.106086417619909,"MULTILINESTRING ((6429075.39 5668267.19, 6429075.55 5668269.29))"
,1.0,,13106,2.0681392603136435,"MULTILINESTRING ((6426807.31 5670234.54, 6426805.27 5670234.88))"
,1.0,,4810,84.40436939157688,"MULTILINESTRING ((6428640.38 5665100.24, 6428649.22 5665097.73, 6428712.93 5665078.01, 6428719.13 5665076.02, 6428719.46 5665075.92, 6428721.07 5665075.49))"
,1.0,,4811,16.896153408288637,"MULTILINESTRING ((6428891.85 5665164.28, 6428903.37 5665176.64))"
,1.0,,4812,22.478901219194984,"MULTILINESTRING ((6428891.71 5665152.8, 6428906.9 5665169.37))"
S-49,1.0,,4813,29.616992125214423,"MULTILINESTRING ((6428890.5 5665052.62, 6428918.03 5665045.08, 6428918.46 5665044.91, 6428919.07 5665044.94))"
,1.0,,4814,46.18316836036314,"MULTILINESTRING ((6428976.33 5665143.21, 6428978.71 5665141.29, 6429010.71 5665112.38))"
S-48,1.0,,4815,0.710633520557655,"MULTILINESTRING ((6428890.42 5665045.43, 6428891.11 5665045.26))"
,1.0,,4816,34.41016647712894,"MULTILINESTRING ((6428890.18 5665025.56, 6428891.37 5665025.25, 6428894.88 5665024.42, 6428898.07 5665023.65, 6428900.02 5665023.18, 6428904.76 5665022.08, 6428905.05 5665022.04, 6428906.07 5665022.13, 6428906.52 5665022.36, 6428906.82 5665022.64, 6428907 5665022.97, 6428907.41 5665023.6, 6428908.22 5665024.72, 6428910.24 5665027.6, 6428910.51 5665028.01, 6428912.23 5665031.7, 6428913.26 5665033.9, 6428914.04 5665035.36, 6428915.2 5665037.59))"
,3.0,,4817,4.2868753187773425,"MULTILINESTRING ((6429031.14 5665094.39, 6429027.92 5665097.22))"
,1.0,,4818,50.58828054017755,"MULTILINESTRING ((6428927.09 5665185.91, 6428933.5 5665181.77, 6428949.13 5665167.59, 6428965.31 5665152.9))"
,1.0,,4819,195.81024436881827,"MULTILINESTRING ((6429291.76 5665115.23, 6429238.63 5665085.33, 6429238.08 5665085.01, 6429165.69 5665043.61, 6429129.02 5665022.02, 6429128.83 5665021.9, 6429124.82 5665019.5, 6429124.74 5665019.46, 6429121.6 5665018.53))"
S-48,1.0,,4820,168.92947879072474,"MULTILINESTRING ((6428926.55 5665035.21, 6428945.73 5665029.92, 6428958.64 5665026.55, 6428961.59 5665025.91, 6428976.23 5665023.37, 6428979.82 5665022.96, 6428987.78 5665022.11, 6428996.71 5665021.01, 6429005.11 5665020.42, 6429018.39 5665021.1, 6429023.52 5665021.38, 6429024.35 5665021.47, 6429041.48 5665024.35, 6429047.78 5665025.65, 6429051.32 5665026.58, 6429070.23 5665032.38, 6429071.75 5665033.06, 6429079 5665036.97, 6429080.1 5665037.47, 6429086.49 5665040.14, 6429087.51 5665040.61, 6429088.01 5665041.07, 6429090.31 5665041.84))"
,1.0,,4821,65.38303834075072,"MULTILINESTRING ((6429080.03 5665050.98, 6429047.05 5665079.93, 6429031.14 5665094.39))"
,1.0,,4822,109.24518954778308,"MULTILINESTRING ((6429386.49 5665169.62, 6429367.34 5665159.09, 6429353.31 5665151.37, 6429309.26 5665125.26, 6429291.76 5665115.23))"
S-13.1a,1.0,,4823,29.91141086682963,"MULTILINESTRING ((6426087.57 5664938.29, 6426061.52 5664952.99))"
K-1,1.0,,4825,33.02286216161925,"MULTILINESTRING ((6425685.83 5664685, 6425700.34 5664682.6, 6425702.97 5664682.17, 6425708.9 5664681.19, 6425716.94 5664679.85, 6425718.41 5664679.61))"
S-13.8,1.0,,4827,136.1961170849084,"MULTILINESTRING ((6427650.41 5665036.28, 6427615.2 5665020.48, 6427614.86 5665020.28, 6427611.74 5665017.88, 6427609.43 5665015.85, 6427609.31 5665015.71, 6427607.54 5665012.99, 6427607.45 5665012.68, 6427602.99 5664993.72, 6427600.05 5664981.2, 6427592.47 5664948.95, 6427587.97 5664928.46))"
S-13.8a,1.0,,4828,75.69748618303493,"MULTILINESTRING ((6427807.09 5664948.13, 6427799.18 5664955.62, 6427798.76 5664955.88, 6427791.27 5664958.79, 6427790.7 5664959.07, 6427777.95 5664966.54, 6427777.78 5664966.66, 6427766.08 5664976.57, 6427766.04 5664976.63, 6427756.3 5664994, 6427752.77 5664998))"
,1.0,,4830,106.72952534894725,"MULTILINESTRING ((6427992.21 5664720.72, 6428004.56 5664707.57, 6428005.07 5664707.02, 6428015.81 5664694.84, 6428017.05 5664693.55, 6428030.75 5664679.59, 6428031.43 5664678.87, 6428041.48 5664668, 6428041.72 5664667.75, 6428056.13 5664652.72, 6428056.24 5664652.6, 6428065.1 5664642.78))"
,1.0,,4831,3.0645391163644553,"MULTILINESTRING ((6429121.6 5665018.53, 6429118.65 5665017.7))"
K-1,1.0,,4833,80.57187613527701,"MULTILINESTRING ((6425745.53 5664559.25, 6425746.66 5664556.08, 6425746.79 5664555.82, 6425749.93 5664551.16, 6425753.04 5664546.51, 6425753.82 5664545.49, 6425754.92 5664544.14, 6425755.34 5664543.84, 6425760.62 5664541.89, 6425761.35 5664541.64, 6425763.94 5664540.84, 6425764.52 5664540.68, 6425775.54 5664537.86, 6425775.68 5664537.84, 6425784.82 5664538.1, 6425791.75 5664538.38, 6425805.82 5664536.07, 6425806.03 5664536.02, 6425815.73 5664532.33))"
,1.0,,4834,64.14338844800939,"MULTILINESTRING ((6426417.5 5664164.38, 6426421.21 5664165.39, 6426424.35 5664165.75, 6426430.43 5664164.52, 6426437.38 5664162.29, 6426479.44 5664150.67))"
N-2.1c,1.0,,5505,12.076708988891541,"MULTILINESTRING ((6431028.45 5669703.49, 6431022.7 5669714.11))"
N-2.1c,1.0,,5506,33.0675276779343,"MULTILINESTRING ((6431088.16 5669601.14, 6431075.74 5669623.28, 6431072.11 5669630.05))"
,1.0,,5507,109.44950678083949,"MULTILINESTRING ((6431450.26 5669874.96, 6431439.47 5669880, 6431439.38 5669880.04, 6431410.31 5669892.02, 6431407.65 5669893.16, 6431354.51 5669915.35, 6431349.41 5669917.46))"
,1.0,,5508,52.21183071335382,"MULTILINESTRING ((6431547.73 5669861.62, 6431518.46 5669864.4, 6431517.86 5669864.41, 6431509 5669863.85, 6431507.18 5669863.62, 6431495.87 5669861.55))"
,1.0,,5509,77.69192302808031,"MULTILINESTRING ((6431502.25 5669816.82, 6431504.56 5669797.46, 6431504.58 5669797.33, 6431510.97 5669757.75, 6431511.05 5669757.2, 6431513.44 5669739.95))"
,1.0,,5510,117.89375487620737,"MULTILINESTRING ((6431484.19 5669950.22, 6431486.22 5669923.46, 6431486.27 5669923.02, 6431489.64 5669898.21, 6431494.06 5669862.12, 6431494.42 5669860.85, 6431494.72 5669860, 6431494.85 5669859.41, 6431499.2 5669833.38))"
N-2.3,1.0,,5511,17.75149007847415,"MULTILINESTRING ((6432066.22 5669826.51, 6432081.99 5669818.36))"
N-2.3,1.0,,5512,33.954150182511555,"MULTILINESTRING ((6432081.99 5669818.36, 6432086.2 5669816.18, 6432100.08 5669809.06, 6432112.21 5669802.88))"
N-2.3a,1.0,,5513,3.9920420843586024,"MULTILINESTRING ((6432077.71 5669834.73, 6432081.21 5669832.81))"
N-2.3a,1.0,,5514,15.099341018264582,"MULTILINESTRING ((6432091.08 5669827.69, 6432100.7 5669822.72, 6432102.39 5669821.84, 6432104.52 5669820.81))"
N-2.3a,1.0,,5515,4.956490693634205,"MULTILINESTRING ((6432107.39 5669819.39, 6432111.77 5669817.07))"
N-2.3a,1.0,,5516,20.07213808289552,"MULTILINESTRING ((6432116.45 5669814.51, 6432122.57 5669811.48, 6432126.76 5669809.26, 6432131.52 5669806.65, 6432134.29 5669805.32))"
N-2.3a,1.0,,5518,55.585157410725046,"MULTILINESTRING ((6432196.22 5669773.14, 6432194.5 5669774, 6432191.78 5669775.42, 6432190.65 5669776.01, 6432187.69 5669777.56, 6432183.09 5669779.99, 6432181.75 5669780.71, 6432178.88 5669782.26, 6432175.65 5669783.98, 6432170.5 5669786.71, 6432169.01 5669787.51, 6432165.61 5669789.31, 6432162.91 5669790.74, 6432158.99 5669792.81, 6432158.13 5669793.28, 6432156.55 5669794.1, 6432150.54 5669797.28, 6432147.06 5669799.08))"
N-2.3a,1.0,,5519,53.00021784755301,"MULTILINESTRING ((6432251.82 5669744.14, 6432249.37 5669745.5, 6432245.12 5669747.74, 6432243.96 5669748.35, 6432239.59 5669750.64, 6432239.08 5669750.91, 6432236.7 5669752.14, 6432232.76 5669754.21, 6432231.8 5669754.68, 6432228.9 5669756.1, 6432228.14 5669756.47, 6432227.27 5669756.9, 6432225.94 5669757.62, 6432223.43 5669758.97, 6432222.5 5669759.45, 6432220.93 5669760.32, 6432218.48 5669761.65, 6432216.49 5669762.74, 6432215.13 5669763.44, 6432213.18 5669764.44, 6432212.16 5669764.93, 6432209.19 5669766.44, 6432206.79 5669767.64, 6432206.13 5669768.03, 6432205.81 5669768.14, 6432204.84 5669768.65))"
N-2.3a,1.0,,5520,25.76380151307947,"MULTILINESTRING ((6432277.59 5669730.75, 6432270.7 5669734.18, 6432254.72 5669742.61))"
N-2.3,1.0,,5521,115.95345771380296,"MULTILINESTRING ((6432250.8 5669731.07, 6432247.28 5669732.86, 6432246.97 5669733.02, 6432245.64 5669733.73, 6432243.64 5669734.81, 6432241.62 5669735.89, 6432240.46 5669736.5, 6432239.28 5669737.14, 6432237.78 5669737.92, 6432235.4 5669739.09, 6432234.36 5669739.64, 6432233.1 5669740.26, 6432231.83 5669740.93, 6432230.37 5669741.67, 6432228.69 5669742.53, 6432227.2 5669743.3, 6432225.46 5669744.19, 6432224.89 5669744.5, 6432222.44 5669745.76, 6432219.53 5669747.26, 6432217.09 5669748.52, 6432214.01 5669750.1, 6432211.46 5669751.41, 6432209.44 5669752.45, 6432206.17 5669754.2, 6432203.05 5669755.84, 6432200.42 5669757.17, 6432193.79 5669760.68, 6432189.53 5669762.91, 6432187.65 5669763.87, 6432184.34 5669765.5, 6432178.21 5669768.56, 6432174.07 5669770.72, 6432168.34 5669773.72, 6432158.03 5669779.12, 6432151.42 5669782.57, 6432147.87 5669784.45))"
N-2.3,1.0,,5522,15.9665274879257,"MULTILINESTRING ((6432264.82 5669723.43, 6432250.8 5669731.07))"
N-2.3a,1.0,,5523,16.78885940151888,"MULTILINESTRING ((6432292.42 5669722.88, 6432277.59 5669730.75))"
N-2,1.0,,5524,23.89922778453207,"MULTILINESTRING ((6433599.54 5669844.8, 6433600.33 5669843.33, 6433608.41 5669822.62))"
N-2,1.0,,5525,40.16929384475203,"MULTILINESTRING ((6433629.64 5669769.93, 6433629.72 5669769.77, 6433631.28 5669766.98, 6433634.47 5669761.03, 6433638.08 5669754.4, 6433639.96 5669750.85, 6433648.79 5669734.62))"
W-1.12.3,1.0,,5526,12.877441516251647,"MULTILINESTRING ((6433739.39 5669963.14, 6433750.08 5669955.96))"
N-24,1.0,,5528,42.055286604689826,"MULTILINESTRING ((6433145.62 5669599.51, 6433146.57 5669615.67, 6433147.76 5669641.51))"
N-24,1.0,,5529,16.165673509252173,"MULTILINESTRING ((6433137.63 5669508.56, 6433139.72 5669524.59))"
N-24,1.0,,5530,30.97419732613034,"MULTILINESTRING ((6433133.57 5669470.41, 6433137.29 5669501.16))"
Brx-13.10,1.0,,5915,41.210053385663564,"MULTILINESTRING ((6432878.4 5658222.65, 6432869.07 5658182.51))"
Brx-13.9,1.0,,5916,183.63256846586197,"MULTILINESTRING ((6433207.85 5658185.47, 6433202.41 5658130.27, 6433202.34 5658129.62, 6433191.3 5658031.51, 6433190.69 5658025.69, 6433189.81 5658006.79, 6433188.39 5658003.04))"
Brx-13.9,1.0,,5917,33.28965755301093,"MULTILINESTRING ((6433210.67 5658218.64, 6433207.85 5658185.47))"
,1.0,,5918,28.87817168731154,"MULTILINESTRING ((6429991.58 5657765.28, 6430007.46 5657789.4))"
S-32,1.0,,5919,157.86141726098083,"MULTILINESTRING ((6429990.83 5657762.39, 6429988 5657763.51, 6429987.73 5657763.62, 6429983.87 5657765.21, 6429973.06 5657769.63, 6429970.14 5657770.76, 6429957.85 5657775.87, 6429942.88 5657782.18, 6429942.33 5657782.4, 6429897.67 5657800.22, 6429895.21 5657801.22, 6429886.74 5657804.67, 6429876.44 5657808.9, 6429874.91 5657809.52, 6429844.66 5657822))"
S-62,1.0,,5920,42.97949726097296,"MULTILINESTRING ((6429957.66 5657758.58, 6429956.12 5657758.93, 6429955.58 5657759.1, 6429949.69 5657761.58, 6429943.5 5657764.14, 6429937.34 5657766.72, 6429935.78 5657767.39, 6429929.6 5657769.95, 6429923.9 5657772.35, 6429918.86 5657774.46, 6429917.91 5657774.86))"
S-62,1.0,,5921,43.777921893993124,"MULTILINESTRING ((6429829.67 5657810.5, 6429825.51 5657812.06, 6429820.5 5657813.97, 6429816.94 5657815.33, 6429805.06 5657819.91, 6429802.08 5657820.53, 6429797.33 5657821.55, 6429791.56 5657822.78, 6429788.01 5657823.53))"
S-62,1.0,,5922,41.94203738448215,"MULTILINESTRING ((6429872.13 5657793.19, 6429833.29 5657809.02))"
S-62,1.0,,5923,41.402668575453106,"MULTILINESTRING ((6429914.09 5657776.38, 6429902.36 5657781.1, 6429892.22 5657785.15, 6429875.65 5657791.76))"
,1.0,,5924,150.67299741407896,"MULTILINESTRING ((6430057.11 5657870.98, 6430066.64 5657889.02, 6430066.68 5657889.1, 6430084.62 5657924.52, 6430084.74 5657924.77, 6430104.53 5657964.81, 6430104.79 5657965.35, 6430121.09 5657999.84, 6430121.23 5658000.13, 6430124.15 5658005.9))"
,3.0,,5925,2.751090692299049,"MULTILINESTRING ((6430007.46 5657789.4, 6430007.8 5657792.13))"
S-31,1.0,,5926,42.348559793393974,"MULTILINESTRING ((6431101.79 5657771.12, 6431101.67 5657773.36, 6431100.03 5657792.08, 6431100 5657792.38, 6431097.56 5657813.25))"
S-31,1.0,,5927,5.662102083467156,"MULTILINESTRING ((6431102.81 5657761.51, 6431102.44 5657767.16))"
S-31,1.0,,5928,7.168688862572949,"MULTILINESTRING ((6431105.58 5657744.02, 6431104.59 5657751.12))"
S-31.3,2.0,,5930,1.782386041830721,"MULTILINESTRING ((6431040.83 5657499.02, 6431041.71 5657500.57))"
S-31.3,1.0,,5931,51.767242051363624,"MULTILINESTRING ((6431094.31 5657592.01, 6431096.13 5657595.91, 6431097.36 5657598.47, 6431100.56 5657604.91, 6431102.31 5657608.41, 6431103.85 5657611.47, 6431106.15 5657616.13, 6431108.16 5657620.19, 6431110.06 5657623.99, 6431111.62 5657627.11, 6431112.31 5657628.47, 6431112.42 5657628.69, 6431117.22 5657638.43))"
S-31.4,1.0,,5932,27.021073257287004,"MULTILINESTRING ((6431138.27 5657681.71, 6431126.05 5657657.61))"
S-31.3,1.0,,5933,5.356762081565293,"MULTILINESTRING ((6431120.45 5657645.59, 6431123.02 5657650.29))"
S-31.6,1.0,,5935,25.760345494093798,"MULTILINESTRING ((6431147.84 5657674.38, 6431136.79 5657651.11))"
S-31,1.0,,5936,5.544240254111725,"MULTILINESTRING ((6431126.05 5657657.61, 6431124.1 5657662.8))"
S-31.10a,1.0,,5937,7.286947235289268,"MULTILINESTRING ((6432195.11 5657634.93, 6432188.01 5657636.57))"
S-31.10a,1.0,,5938,19.8812323563371,"MULTILINESTRING ((6432162.96 5657644.22, 6432143.71 5657649.19))"
S-31.10,1.0,,5939,6.618708333471615,"MULTILINESTRING ((6432083.69 5657732.21, 6432082.61 5657725.68))"
S-31.10,1.0,,5940,11.73151737862041,"MULTILINESTRING ((6432081.81 5657721.13, 6432079.87 5657709.56))"
S-31.8,1.0,,5942,14.777689264308899,"MULTILINESTRING ((6432039.42 5657596.56, 6432036.62 5657582.05))"
