IDENTYFIKA,ULICA,Shape_Length,Shape_Area,geometry
4566.0,ul. Dłutowa,194.1421838763796,1838.7825000157206,"MULTIPOLYGON (((6439089.74 5666995.51, 6439092.02 5666993.17, 6439094.12 5666989.890000001, 6439094.97 5666989.84, 6439097.08 5666988.300000001, 6439098.97 5666987.470000001, 6439101.21 5666986.26, 6439103.41 5666983.369999999, 6439105.08 5666980.970000001, 6439106.6 5666979.890000001, 6439106.69 5666979.119999999, 6439109.01 5666977.119999999, 6439108.91 5666975.84, 6439109.3 5666972.16, 6439109.91 5666970.210000001, 6439111.21 5666968.640000001, 6439112.14 5666967.390000001, 6439115.46 5666965.0600000005, 6439116.22 5666963.619999999, 6439120.62 5666959.51, 6439117.94 5666953.869999999, 6439114.43 5666955.76, 6439111.99 5666956.380000001, 6439108.62 5666958.91, 6439106.18 5666959.359999999, 6439103.29 5666957.99, 6439100.65 5666956.27, 6439098.89 5666954.5, 6439097.68 5666953.9399999995, 6439094.96 5666953.539999999, 6439092.53 5666953.710000001, 6439089.83 5666955.17, 6439087.66 5666956.68, 6439085.86 5666958.470000001, 6439083.11 5666959.91, 6439076.64 5666965.67, 6439069.2 5666970.84, 6439067.2 5666972.9399999995, 6439061.76 5666975.68, 6439059.24 5666977.359999999, 6439057.83 5666977.58, 6439055.87 5666981.73, 6439055.29 5666981.529999999, 6439054.71 5666983.83, 6439057.28 5666985.720000001, 6439059.67 5666990.359999999, 6439059.91 5666993.68, 6439061.33 5666996.24, 6439062.02 5666998.67, 6439063.1 5667000.66, 6439065.59 5667004.5600000005, 6439068.77 5667007.210000001, 6439069.68 5667007.67, 6439071.94 5667009.8100000005, 6439075.25 5667009.050000001, 6439078.78 5667007.630000001, 6439078.99 5667007.24, 6439080.84 5667007.699999999, 6439081.68 5667007.66, 6439080.74 5667006.630000001, 6439080.51 5667005.779999999, 6439081.69 5667003.6, 6439083.38 5667001.539999999, 6439084.49 5666999.59, 6439086.05 5666997, 6439089.74 5666995.51)))"
4569.0,ul. Wędkarzy,145.34507923035878,956.4694499889046,"MULTIPOLYGON (((6427796.9 5670567.42, 6427780.32 5670552.24, 6427757.34 5670593.710000001, 6427752.36 5670602.6899999995, 6427756.43 5670605.289999999, 6427757.47 5670604.5600000005, 6427799.25 5670574.92, 6427798.5 5670572.529999999, 6427797.62 5670569.710000001, 6427796.9 5670567.42)))"
4571.0,ul. Ziemniaczana,114.43862360550224,424.25335002914034,"MULTIPOLYGON (((6436289.33 5657547.5, 6436294.05 5657545.6899999995, 6436293.66 5657530.5600000005, 6436292.24 5657526.9399999995, 6436278.65 5657497.34, 6436275.93 5657496.92, 6436273.41 5657497.710000001, 6436278.02 5657517.390000001, 6436281.76 5657528.880000001, 6436289.33 5657547.5)))"
5051.0,ul. Górecka,958.8513071380596,44405.974150010195,"MULTIPOLYGON (((6423002.98 5670275.220000001, 6423018.19 5670270, 6423030.52 5670263.23, 6423031.56 5670261.26, 6423031.76 5670256.1899999995, 6423036.49 5670229.92, 6423038.78 5670212.279999999, 6423040.3 5670204.779999999, 6423039.01 5670199.35, 6423037.04 5670193.050000001, 6423030.38 5670194.630000001, 6423024.06 5670186.01, 6423011.92 5670185.27, 6423001 5670168.49, 6422989.98 5670152.039999999, 6423011.58 5670129.09, 6423016.02 5670127.27, 6423035.55 5670111.66, 6423037.53 5670102.119999999, 6423036.86 5670093.66, 6423023.26 5670076.9399999995, 6423002.24 5670069.710000001, 6422977.15 5670055.359999999, 6422975.78 5670053.6899999995, 6422970.48 5670050.529999999, 6422952.01 5670065.33, 6422950.15 5670066.82, 6422939.94 5670071.380000001, 6422920.81 5670076.15, 6422920.22 5670087.77, 6422926.85 5670105.609999999, 6422936.28 5670111.1899999995, 6422903.37 5670123.029999999, 6422861.77 5670125.75, 6422817.34 5670135.84, 6422805.71 5670141.640000001, 6422791.35 5670166.57, 6422791.19 5670186.119999999, 6422796.15 5670203, 6422803.97 5670212.6, 6422802.69 5670222.859999999, 6422800.46 5670225.949999999, 6422797.25 5670234.82, 6422800.33 5670241.609999999, 6422803.57 5670248.779999999, 6422814.93 5670267.66, 6422820.67 5670271.16, 6422827.29 5670271.85, 6422835.17 5670276.07, 6422836.81 5670278.4, 6422839.88 5670295.5, 6422839.05 5670307.550000001, 6422836.35 5670311, 6422840.23 5670319.23, 6422845.02 5670325.720000001, 6422849.25 5670330.8100000005, 6422852.32 5670333.57, 6422854.7 5670336.07, 6422862.82 5670336.130000001, 6422868.28 5670334.33, 6422873.13 5670331.83, 6422878.65 5670330.1899999995, 6422882.45 5670328.8100000005, 6422891.25 5670325.6, 6422893.84 5670325.119999999, 6422894.66 5670324.6899999995, 6422895.72 5670323.800000001, 6422905.52 5670318.67, 6422908.25 5670316.289999999, 6422910.2 5670316.380000001, 6422910.77 5670316.4, 6422911.95 5670314.710000001, 6422913.2 5670312.65, 6422915.69 5670311.529999999, 6422918.03 5670312.199999999, 6422921.25 5670311.029999999, 6422929.66 5670306.210000001, 6422934.45 5670303.85, 6422936.96 5670302.84, 6422944.94 5670298.289999999, 6422948.93 5670296.02, 6422959.61 5670289.93, 6422963.29 5670288.279999999, 6422967 5670287.85, 6422980.52 5670282.24, 6422992.31 5670277.109999999, 6423002.98 5670275.220000001)))"
5105.0,ul. Melisowa,34.38251442671283,65.75749999622349,"MULTIPOLYGON (((6430367.38 5671478.1, 6430367.89 5671478.890000001, 6430368.4 5671479.359999999, 6430369.22 5671479.68, 6430370.31 5671479.68, 6430370.98 5671479.43, 6430371.56 5671478.970000001, 6430378.17 5671473.08, 6430378.92 5671472.17, 6430379.25 5671471.210000001, 6430379.22 5671470.59, 6430378.96 5671469.82, 6430378.56 5671469.23, 6430378.12 5671468.880000001, 6430377.44 5671468.550000001, 6430376.65 5671468.48, 6430375.74 5671468.699999999, 6430374.95 5671469.26, 6430368.07 5671475.470000001, 6430367.67 5671475.970000001, 6430367.27 5671477.1, 6430367.38 5671478.1)))"
5107.0,ul. Rędzińska,157.59952091118822,1052.7860000054548,"MULTIPOLYGON (((6426426.11 5669511.199999999, 6426431.38 5669513.529999999, 6426436.65 5669513.220000001, 6426441.95 5669510.33, 6426445.48 5669508.3100000005, 6426449.2 5669505.109999999, 6426453.2 5669500.82, 6426455.58 5669497.279999999, 6426456.94 5669492.9399999995, 6426456.77 5669489.92, 6426455.41 5669486.210000001, 6426452.07 5669480.859999999, 6426450.38 5669477.02, 6426449.91 5669473.82, 6426450.23 5669471.289999999, 6426454.83 5669462.74, 6426455.34 5669460.9, 6426455.03 5669458.960000001, 6426453.41 5669454.82, 6426453.26 5669451.99, 6426451.76 5669450.09, 6426449.72 5669451.73, 6426445.94 5669453.300000001, 6426443.31 5669454.76, 6426441.4 5669457.57, 6426440.1 5669461.779999999, 6426439.16 5669467.82, 6426437.98 5669469.789999999, 6426433.51 5669491.43, 6426432.45 5669496.52, 6426430.34 5669500.369999999, 6426425.01 5669507.9, 6426426.11 5669511.199999999)))"
5111.0,ul. Ślęzoujście,214.22909107217382,865.0439499691736,"MULTIPOLYGON (((6426230.89 5669553.710000001, 6426222.42 5669538.8100000005, 6426219.34 5669534.970000001, 6426216.82 5669533.470000001, 6426215.68 5669533.74, 6426215.36 5669534.75, 6426223 5669553.8100000005, 6426223.39 5669555.109999999, 6426226.23 5669563.0600000005, 6426228.94 5669568.8100000005, 6426229.91 5669571, 6426230.57 5669573.58, 6426231.08 5669577.0600000005, 6426231.6 5669583.82, 6426231.56 5669589.9, 6426230.75 5669600.27, 6426230.05 5669606.460000001, 6426229.15 5669611.130000001, 6426227.45 5669617.83, 6426226.33 5669620.26, 6426223.53 5669624.23, 6426220.4 5669627.6899999995, 6426221.7 5669628.960000001, 6426228.05 5669624.9, 6426231.38 5669622.1899999995, 6426234.06 5669619.359999999, 6426236.22 5669614.859999999, 6426243.84 5669592.609999999, 6426244.76 5669588.869999999, 6426244.87 5669584.380000001, 6426241.58 5669572.92, 6426239.13 5669567.02, 6426235.47 5669560.449999999, 6426230.89 5669553.710000001)))"
5807.0,ul. Asfaltowa,55.95580615257953,120.3062499985937,"MULTIPOLYGON (((6433027.27 5659140.119999999, 6433030.94 5659138.539999999, 6433034.82 5659136.23, 6433034.68 5659134.279999999, 6433033.5 5659129.779999999, 6433033.07 5659128.15, 6433032.71 5659125.83, 6433032.72 5659124.0600000005, 6433033.74 5659120.609999999, 6433033.82 5659118.210000001, 6433032.62 5659117.539999999, 6433028.49 5659117.49, 6433028.15 5659120.390000001, 6433029.08 5659126.41, 6433028.93 5659128.66, 6433026.69 5659134.449999999, 6433026.02 5659137.84, 6433027.27 5659140.119999999)))"
5808.0,ul. Asfaltowa,34.30747777544484,86.01964999835323,"MULTIPOLYGON (((6433043.86 5659131.4, 6433045.42 5659131.73, 6433047.44 5659131.039999999, 6433050.06 5659127.98, 6433049.53 5659125.880000001, 6433047.56 5659122.25, 6433045.24 5659120.710000001, 6433042.86 5659120.02, 6433040.76 5659120.359999999, 6433040.49 5659120.4, 6433039.89 5659122.970000001, 6433040.02 5659125.859999999, 6433040.71 5659128.34, 6433041.86 5659130.09, 6433043.86 5659131.4)))"
5809.0,ul. Asfaltowa,53.76045182129053,112.03765001058709,"MULTIPOLYGON (((6433103.72 5659107.380000001, 6433103.37 5659105.43, 6433101.93 5659102.76, 6433100.74 5659101.539999999, 6433093.63 5659100.109999999, 6433084.63 5659098.3100000005, 6433081.7 5659098.039999999, 6433080.4 5659098.27, 6433080.33 5659099.3100000005, 6433080.44 5659099.380000001, 6433084.38 5659101.9, 6433089.93 5659104.859999999, 6433097.49 5659107.41, 6433103.72 5659107.380000001)))"
5810.0,ul. Asfaltowa,45.25297804278833,29.958399985077232,"MULTIPOLYGON (((6433007.67 5659112.6, 6433017.8 5659113.91, 6433018.6 5659114.449999999, 6433020.57 5659117.289999999, 6433022.43 5659116.66, 6433022.24 5659113.17, 6433017.27 5659113.09, 6433014.27 5659112.4, 6433009.74 5659111.710000001, 6433003.78 5659111.050000001, 6433002.82 5659112.050000001, 6433003.62 5659112.789999999, 6433007.67 5659112.6)))"
5811.0,ul. Asfaltowa,72.38651816271641,124.63965002599488,"MULTIPOLYGON (((6433052.86 5659167.630000001, 6433054.63 5659168.109999999, 6433063.81 5659170.970000001, 6433072.09 5659173.140000001, 6433080 5659175.550000001, 6433081.22 5659175.279999999, 6433082.49 5659174.52, 6433083.12 5659173.91, 6433082.99 5659172.5600000005, 6433081.32 5659171.34, 6433077.78 5659170.119999999, 6433074.71 5659169.220000001, 6433069.07 5659168.109999999, 6433063.57 5659167.109999999, 6433058.13 5659165.779999999, 6433054.97 5659165, 6433051.84 5659165.199999999, 6433049.39 5659166.58, 6433049.6 5659167.26, 6433052.86 5659167.630000001)))"
5812.0,ul. Asfaltowa,44.67935347948668,58.70885000690594,"MULTIPOLYGON (((6433117.69 5659104.07, 6433113.62 5659103.529999999, 6433111.95 5659104.1, 6433112.41 5659108.07, 6433119.4 5659107.710000001, 6433124.73 5659107.76, 6433129.03 5659107.300000001, 6433130.92 5659107.6, 6433131.98 5659107.27, 6433131.48 5659106.210000001, 6433128.77 5659105.609999999, 6433124.5 5659104.99, 6433119.31 5659104.32, 6433117.69 5659104.07)))"
5813.0,ul. Asfaltowa,177.64828368586018,400.4716999899775,"MULTIPOLYGON (((6433162.76 5659106.43, 6433166.76 5659106.199999999, 6433169.24 5659106.1, 6433176.88 5659106.43, 6433179.76 5659106.99, 6433182.17 5659107.390000001, 6433185.15 5659107.619999999, 6433188.36 5659107.85, 6433195.17 5659107.98, 6433198.71 5659107.65, 6433202.68 5659107.449999999, 6433208.96 5659107.550000001, 6433213.43 5659108.08, 6433220.21 5659108.609999999, 6433225.1 5659108.48, 6433230.1 5659107.98, 6433234.5 5659107.119999999, 6433236.74 5659106.66, 6433239.52 5659106.43, 6433242.07 5659106.199999999, 6433243.39 5659105.630000001, 6433244.42 5659104.51, 6433244.55 5659103.619999999, 6433243.52 5659102.66, 6433241.44 5659102.16, 6433239.23 5659102.359999999, 6433235.65 5659102.76, 6433233.27 5659103.02, 6433231.75 5659102.789999999, 6433229.17 5659102, 6433224.41 5659101.4, 6433215.28 5659101.43, 6433207.08 5659102.82, 6433201.39 5659103.82, 6433200.17 5659104.050000001, 6433196.66 5659102.82, 6433193.29 5659102.59, 6433185.61 5659102.859999999, 6433179.83 5659102.890000001, 6433175.96 5659103.48, 6433172.02 5659103.02, 6433168.05 5659102.890000001, 6433164.31 5659103.1899999995, 6433160.06 5659103.390000001, 6433158.95 5659104.1, 6433157.81 5659105.550000001, 6433158.68 5659106.35, 6433162.76 5659106.43)))"
5814.0,ul. Asfaltowa,82.88159986085047,148.03614998882858,"MULTIPOLYGON (((6433274.17 5659105.93, 6433277.01 5659105.57, 6433279.39 5659105.470000001, 6433281.77 5659105.73, 6433284.45 5659105.93, 6433287.26 5659105.9, 6433289.98 5659105.470000001, 6433292.62 5659105.109999999, 6433295.83 5659104.609999999, 6433298.54 5659104.25, 6433301.85 5659104.08, 6433303.97 5659104.01, 6433307.34 5659104.050000001, 6433308.63 5659103.58, 6433309.36 5659103.02, 6433309.69 5659102.33, 6433309.69 5659101.630000001, 6433309.49 5659100.77, 6433308.33 5659100.3100000005, 6433306.45 5659100.140000001, 6433303.2 5659100.640000001, 6433301.15 5659100.9, 6433297.78 5659101.300000001, 6433295.27 5659101.300000001, 6433292.32 5659101.140000001, 6433289.68 5659100.8100000005, 6433288.19 5659100.84, 6433286.54 5659100.8100000005, 6433283.79 5659101.33, 6433280.72 5659101.76, 6433276.95 5659102, 6433274.7 5659101.960000001, 6433272.41 5659101.6, 6433270.83 5659103.1899999995, 6433271.19 5659104.8100000005, 6433272.08 5659106.029999999, 6433274.17 5659105.93)))"
5815.0,ul. Asfaltowa,58.42175263747579,121.42520000187233,"MULTIPOLYGON (((6433137.79 5659136.529999999, 6433136.85 5659136.32, 6433136.2 5659136.25, 6433134.31 5659136.68, 6433132.37 5659137.1, 6433130.86 5659137.3100000005, 6433129.19 5659138.119999999, 6433127.92 5659138.619999999, 6433126.21 5659139.83, 6433123.2 5659141.5, 6433119.96 5659143.07, 6433117.61 5659144.529999999, 6433117.04 5659145.5, 6433116.49 5659146.43, 6433116.34 5659147.300000001, 6433116.37 5659148.109999999, 6433116.41 5659148.85, 6433116.41 5659149.16, 6433116.58 5659150.029999999, 6433116.81 5659150.43, 6433117.3 5659150.5600000005, 6433119.6 5659149.4399999995, 6433122.17 5659147.49, 6433124.79 5659146.65, 6433126.74 5659145.42, 6433128.81 5659144.380000001, 6433132.62 5659142.199999999, 6433136.03 5659140.51, 6433137.89 5659139.5600000005, 6433139.71 5659138.050000001, 6433140.01 5659137.4399999995, 6433139.95 5659136.93, 6433139.65 5659136.460000001, 6433139.18 5659136.4, 6433137.79 5659136.529999999)))"
5846.0,ul. Lubelska,35.34235873741919,44.0288500042703,"MULTIPOLYGON (((6424437.9 5670718.8100000005, 6424438.25 5670719.359999999, 6424438.78 5670719.65, 6424439.6 5670719.6, 6424440.18 5670718.3100000005, 6424441.58 5670713.83, 6424442.19 5670711.449999999, 6424443.06 5670708.890000001, 6424443.57 5670707.33, 6424443.88 5670706.43, 6424443.99 5670705.630000001, 6424443.35 5670704.789999999, 6424442.45 5670704.359999999, 6424441.61 5670704.199999999, 6424440.68 5670704.34, 6424440.55 5670704.890000001, 6424437.93 5670717.93, 6424437.9 5670718.8100000005)))"
5847.0,ul. Lubelska,76.06063537551537,117.93345000470262,"MULTIPOLYGON (((6424429.48 5670687.66, 6424425.01 5670700.16, 6424418.96 5670717.09, 6424419.12 5670717.359999999, 6424419.52 5670718.02, 6424422.33 5670723.25, 6424422.93 5670721.26, 6424423.62 5670718.91, 6424424.55 5670715.210000001, 6424426.04 5670706.8100000005, 6424431.49 5670690.5, 6424430.4 5670687.99, 6424429.48 5670687.66)))"
5848.0,ul. Lubelska,35.821568171408046,74.73725000116602,"MULTIPOLYGON (((6424431.91 5670720.460000001, 6424428.52 5670730.07, 6424428.47 5670730.970000001, 6424428.6 5670731.65, 6424428.95 5670732.390000001, 6424429.42 5670732.98, 6424430.19 5670733.449999999, 6424430.83 5670733.800000001, 6424431.49 5670733.93, 6424432.1 5670733.98, 6424432.63 5670733.800000001, 6424433.21 5670733.48, 6424433.66 5670732.58, 6424434.16 5670730.779999999, 6424435.06 5670728.5600000005, 6424435.48 5670727.289999999, 6424436.46 5670724.59, 6424437.07 5670721.57, 6424436.7 5670721.1, 6424435.69 5670720.33, 6424434.74 5670720.119999999, 6424433.71 5670720.0600000005, 6424432.73 5670720.0600000005, 6424431.91 5670720.460000001)))"
5859.0,ul. Generał Marii Wittek,21.88136320932594,19.72729999788087,"MULTIPOLYGON (((6431011.92 5657878.380000001, 6431009.56 5657869.119999999, 6431008.74 5657869.359999999, 6431007.71 5657871.35, 6431009.25 5657877.41, 6431011.34 5657878.539999999, 6431011.92 5657878.380000001)))"
5860.0,ul. Generał Marii Wittek,88.38343442344136,98.07034999066181,"MULTIPOLYGON (((6431022.33 5657960.470000001, 6431023.04 5657960.539999999, 6431024.31 5657959.01, 6431020 5657942.33, 6431014.24 5657920.449999999, 6431012 5657919.140000001, 6431011.45 5657919.199999999, 6431021.2 5657956.16, 6431022.33 5657960.470000001)))"
5861.0,ul. Generał Marii Wittek,17.06580020573157,14.061949998986163,"MULTIPOLYGON (((6431008.05 5657906.039999999, 6431009.89 5657912.9399999995, 6431010.64 5657912.74, 6431011.76 5657910.960000001, 6431010.73 5657907.050000001, 6431008.67 5657905.890000001, 6431008.05 5657906.039999999)))"
5862.0,ul. Generał Marii Wittek,57.48241459185522,59.90435000413152,"MULTIPOLYGON (((6431006.8 5657901.300000001, 6431007.67 5657901.0600000005, 6431008.6 5657899.1, 6431002.42 5657875.92, 6431000.57 5657874.6899999995, 6430999.79 5657874.800000001, 6431006.8 5657901.300000001)))"
5863.0,ul. Generał Marii Wittek,61.24593764408263,57.763500003312714,"MULTIPOLYGON (((6430998.06 5657868.1899999995, 6430998.75 5657868, 6430999.62 5657866.3100000005, 6430993.35 5657841.26, 6430990.68 5657839.51, 6430998.06 5657868.1899999995)))"
5864.0,ul. Generał Marii Wittek,15.015212750932378,10.46540000007525,"MULTIPOLYGON (((6430989.17 5657833.98, 6430989.81 5657833.85, 6430990.63 5657832.550000001, 6430989.57 5657827.76, 6430987.66 5657828.220000001, 6430989.17 5657833.98)))"
5865.0,ul. Generał Marii Wittek,33.847269882617745,32.23965000226945,"MULTIPOLYGON (((6431000.5 5657834.24, 6430999.57 5657834.369999999, 6430998.49 5657836.039999999, 6431001.68 5657848.42, 6431003.44 5657849.48, 6431003.99 5657849.359999999, 6431000.5 5657834.24)))"
5866.0,ul. Generał Marii Wittek,161.62632086729815,176.6665500027992,"MULTIPOLYGON (((6431013.17 5657883.32, 6431011.91 5657883.720000001, 6431011.31 5657884.93, 6431014.91 5657898.539999999, 6431020.96 5657921.82, 6431029.59 5657954.6899999995, 6431031.06 5657960.210000001, 6431033.24 5657959.58, 6431013.17 5657883.32)))"
5867.0,ul. Generał Marii Wittek,29.42685992918529,27.74640000453815,"MULTIPOLYGON (((6430989.92 5657794.49, 6430986.72 5657782.369999999, 6430984.72 5657783.07, 6430987.68 5657795.15, 6430989.92 5657794.49)))"
5868.0,ul. Generał Marii Wittek,36.89790326591367,36.76059999676943,"MULTIPOLYGON (((6430981.87 5657772.800000001, 6430984.08 5657772.279999999, 6430980.06 5657756.58, 6430977.86 5657757.16, 6430981.87 5657772.800000001)))"
5869.0,ul. Generał Marii Wittek,14.0051142062622,11.136150000102258,"MULTIPOLYGON (((6430974.33 5657743.77, 6430976.65 5657743.26, 6430975.49 5657738.66, 6430973.12 5657739.609999999, 6430974.33 5657743.77)))"
6016.0,al. Wielkiej Wyspy,120.78673225282387,448.47095001435116,"MULTIPOLYGON (((6435056.59 5662119.619999999, 6435059.08 5662124.880000001, 6435060.04 5662126.699999999, 6435062.09 5662128.65, 6435068.28 5662133.99, 6435072.31 5662136.9399999995, 6435073.47 5662137.880000001, 6435075.1 5662141, 6435076.68 5662145.800000001, 6435077.34 5662154.27, 6435078.82 5662158.42, 6435080.36 5662160.9399999995, 6435081.08 5662161.66, 6435082.15 5662161.550000001, 6435087.23 5662159.9399999995, 6435090.15 5662157.4, 6435091.16 5662155.57, 6435091.56 5662153.15, 6435090.11 5662150.300000001, 6435085.28 5662141.550000001, 6435079.7 5662134.6899999995, 6435074.04 5662129.6899999995, 6435067.49 5662124.02, 6435062.84 5662119.82, 6435059.86 5662116.970000001, 6435058.4 5662116.66, 6435056.97 5662116.27, 6435056.47 5662116.85, 6435056.5 5662117.77, 6435056.59 5662119.619999999)))"
